"ï..creation_date","line_number","quantity","org_id","ITEM_KEY","invoice_date","Line.Net.Sales...Local","Line.Net.Sales","line_total_cost_functional","line_total_cost_corp","Line.Prime.Cost...Local","Line.Prime.Cost","corp_exch","map_corp_exch","functionalcurr","Line.Gross.Sales...Local","Line.Gross.Sales","Line.Total.Discount...Local","Line.Total.Discount","transactionalcurrency","standardpricelistcurr","dsn","CUSTOMER_KEY","service_type","invoice_number","ORDER_NUMBER","ORDER_TYPE_ID","SourceTable","ORDER_STATUS","EM_KEY","Operational_Revenue","Operational_Revenue_Corp","Operational_Prime_Cost","Operational_Prime_Cost_corp","Operational_standard_cost","Operational_standard_cost_Corp","BMS.Order.Type.Code","Item.Number","Item.Description","User.Item.Type","BRAND_FRANCHISE_PRODUCT","PRICE_GROUP","CUSTOMER_NAME","CUSTOMER_NUMBER","CUSTOMER_TYPE","POSTAL_CODE","STATE","COUNTRY","INTERNAL_CUSTOMER_FLAG","BMS.Receivable.Type.Code","ï..creation_date.1","line_number.1","quantity.1","org_id.1","ITEM_KEY.1","invoice_date.1","Line.Net.Sales...Local.1","Line.Net.Sales.1","line_total_cost_functional.1","line_total_cost_corp.1","Line.Prime.Cost...Local.1","Line.Prime.Cost.1","corp_exch.1","map_corp_exch.1","functionalcurr.1","Line.Gross.Sales...Local.1","Line.Gross.Sales.1","Line.Total.Discount...Local.1","Line.Total.Discount.1","transactionalcurrency.1","standardpricelistcurr.1","dsn.1","CUSTOMER_KEY.1","service_type.1","invoice_number.1","ORDER_NUMBER.1","ORDER_TYPE_ID.1","SourceTable.1","ORDER_STATUS.1","EM_KEY.1","Operational_Revenue.1","Operational_Revenue_Corp.1","Operational_Prime_Cost.1","Operational_Prime_Cost_corp.1","Operational_standard_cost.1","Operational_standard_cost_Corp.1","BMS.Order.Type.Code.1","Item.Number.1","Item.Description.1","User.Item.Type.1","BRAND_FRANCHISE_PRODUCT.1","PRICE_GROUP.1","CUSTOMER_NAME.1","CUSTOMER_NUMBER.1","CUSTOMER_TYPE.1","POSTAL_CODE.1","STATE.1","COUNTRY.1","INTERNAL_CUSTOMER_FLAG.1","BMS.Receivable.Type.Code.1"
1,4,1,55,92,1,61,61,42.6,42.6,42.6,42.6,1,1,2,77.34,77.34,34.74,34.74,2,2,11,65,2,4547,140594,37,2,2,-1,61,61,42.6,42.6,42.6,42.6,1,73,151,98,10,7,39,64,4,100,12,2,1,4,1,4,1,55,92,1,61,61,42.6,42.6,42.6,42.6,1,1,2,77.34,77.34,34.74,34.74,2,2,11,65,2,4547,140594,37,2,2,-1,61,61,42.6,42.6,42.6,42.6,1,73,151,98,10,7,39,64,4,100,12,2,1,4
1,4,1,65,374,1,139183.91,107453.0302,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,13,95,2,96695,517698,5,2,2,-1,139183.91,107453.0302,0,0,0,0,1,273,194,94,10,2,210,94,4,30,1,1,1,4,1,4,1,65,374,1,139183.91,107453.0302,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,13,95,2,96695,517698,5,2,2,-1,139183.91,107453.0302,0,0,0,0,1,273,194,94,10,2,210,94,4,30,1,1,1,4
1,1,1,29,140,1,3279,3279,2799,2799,2799,2799,1,1,2,4810,4810,2011,2011,2,2,7,96,2,22195,995714,4,2,2,-1,3279,3279,2799,2799,2799,2799,1,100,52,122,10,2,47,95,11,47,6,2,1,11,1,1,1,29,140,1,3279,3279,2799,2799,2799,2799,1,1,2,4810,4810,2011,2011,2,2,7,96,2,22195,995714,4,2,2,-1,3279,3279,2799,2799,2799,2799,1,100,52,122,10,2,47,95,11,47,6,2,1,11
1,3,1,55,124,1,85,85,59.4,59.4,59.4,59.4,1,1,2,107.85,107.85,48.45,48.45,2,2,11,65,2,4547,140594,37,2,2,-1,85,85,59.4,59.4,59.4,59.4,1,86,199,98,10,7,39,64,4,100,12,2,1,4,1,3,1,55,124,1,85,85,59.4,59.4,59.4,59.4,1,1,2,107.85,107.85,48.45,48.45,2,2,11,65,2,4547,140594,37,2,2,-1,85,85,59.4,59.4,59.4,59.4,1,86,199,98,10,7,39,64,4,100,12,2,1,4
1,5,1,55,65,1,51,51,35.4,35.4,35.4,35.4,1,1,2,64.27,64.27,28.87,28.87,2,2,11,65,2,4547,140594,37,2,2,-1,51,51,35.4,35.4,35.4,35.4,1,50,306,98,10,7,39,64,4,100,12,2,1,4,1,5,1,55,65,1,51,51,35.4,35.4,35.4,35.4,1,1,2,64.27,64.27,28.87,28.87,2,2,11,65,2,4547,140594,37,2,2,-1,51,51,35.4,35.4,35.4,35.4,1,50,306,98,10,7,39,64,4,100,12,2,1,4
1,2,1,55,184,1,33,33,22.8,22.8,22.8,22.8,1,1,2,41.4,41.4,18.6,18.6,2,2,11,65,2,4547,140594,37,2,2,-1,33,33,22.8,22.8,22.8,22.8,1,142,147,98,10,7,39,64,4,100,12,2,1,4,1,2,1,55,184,1,33,33,22.8,22.8,22.8,22.8,1,1,2,41.4,41.4,18.6,18.6,2,2,11,65,2,4547,140594,37,2,2,-1,33,33,22.8,22.8,22.8,22.8,1,142,147,98,10,7,39,64,4,100,12,2,1,4
1,1,1,55,360,1,125,125,1200,1200,1200,1200,1,1,2,279.22,279.22,0,0,2,2,11,65,1,4547,140594,37,1,1,-1,125,125,0,0,0,0,1,266,148,82,10,2,39,64,4,100,12,2,1,4,1,1,1,55,360,1,125,125,1200,1200,1200,1200,1,1,2,279.22,279.22,0,0,2,2,11,65,1,4547,140594,37,1,1,-1,125,125,0,0,0,0,1,266,148,82,10,2,39,64,4,100,12,2,1,4
1,1,-1,17,298,1,-8910,-8910,-8020,-8020,-8020,-8020,1,1,2,-8020,-8020,0,0,2,2,3,124,2,99904,38523,10,2,2,-1,-8910,-8910,-8020,-8020,-8020,-8020,1,219,102,55,10,2,112,124,1,175,43,2,1,1,1,1,-1,17,298,1,-8910,-8910,-8020,-8020,-8020,-8020,1,1,2,-8020,-8020,0,0,2,2,3,124,2,99904,38523,10,2,2,-1,-8910,-8910,-8020,-8020,-8020,-8020,1,219,102,55,10,2,112,124,1,175,43,2,1,1
1,1,1,17,298,1,8910,8910,8020,8020,8020,8020,1,1,2,8020,8020,0,0,2,2,3,124,2,99903,38522,21,2,2,-1,8910,8910,8020,8020,8020,8020,1,219,102,55,10,2,112,124,1,175,43,2,1,1,1,1,1,17,298,1,8910,8910,8020,8020,8020,8020,1,1,2,8020,8020,0,0,2,2,3,124,2,99903,38522,21,2,2,-1,8910,8910,8020,8020,8020,8020,1,219,102,55,10,2,112,124,1,175,43,2,1,1
1,1,1,15,298,1,8910,8910,8020,8020,8020,8020,1,1,2,8020,8020,0,0,2,2,3,124,2,1249,353201,21,2,2,-1,8910,8910,8020,8020,8020,8020,1,219,102,55,10,2,112,124,1,175,43,2,1,1,1,1,1,15,298,1,8910,8910,8020,8020,8020,8020,1,1,2,8020,8020,0,0,2,2,3,124,2,1249,353201,21,2,2,-1,8910,8910,8020,8020,8020,8020,1,219,102,55,10,2,112,124,1,175,43,2,1,1
1,2,1,17,421,1,4095,4095,3685,3685,3685,3685,1,1,2,3685,3685,0,0,2,2,3,124,2,99903,38522,21,2,2,-1,4095,4095,3685,3685,3685,3685,1,307,249,142,10,2,112,124,1,175,43,2,1,1,1,2,1,17,421,1,4095,4095,3685,3685,3685,3685,1,1,2,3685,3685,0,0,2,2,3,124,2,99903,38522,21,2,2,-1,4095,4095,3685,3685,3685,3685,1,307,249,142,10,2,112,124,1,175,43,2,1,1
1,2,-1,17,421,1,-4095,-4095,-3685,-3685,-3685,-3685,1,1,2,-3685,-3685,0,0,2,2,3,124,2,99904,38523,10,2,2,-1,-4095,-4095,-3685,-3685,-3685,-3685,1,307,249,142,10,2,112,124,1,175,43,2,1,1,1,2,-1,17,421,1,-4095,-4095,-3685,-3685,-3685,-3685,1,1,2,-3685,-3685,0,0,2,2,3,124,2,99904,38523,10,2,2,-1,-4095,-4095,-3685,-3685,-3685,-3685,1,307,249,142,10,2,112,124,1,175,43,2,1,1
1,1,1,12,125,1,2599,2599,2037,2037,2037,2037,1,1,2,0,0,-2037,-2037,2,2,3,21,2,2290,346301,31,2,2,-1,2599,2599,2079,2079,2079,2079,1,87,281,75,10,2,203,20,4,116,43,2,1,4,1,1,1,12,125,1,2599,2599,2037,2037,2037,2037,1,1,2,0,0,-2037,-2037,2,2,3,21,2,2290,346301,31,2,2,-1,2599,2599,2079,2079,2079,2079,1,87,281,75,10,2,203,20,4,116,43,2,1,4
1,1,1,12,356,1,85,85,1200,1200,1200,1200,1,1,2,279.22,279.22,0,0,2,2,3,21,1,2290,346301,31,1,1,-1,85,85,0,0,0,0,1,266,148,82,10,2,203,20,4,116,43,2,1,4,1,1,1,12,356,1,85,85,1200,1200,1200,1200,1,1,2,279.22,279.22,0,0,2,2,3,21,1,2290,346301,31,1,1,-1,85,85,0,0,0,0,1,266,148,82,10,2,203,20,4,116,43,2,1,4
1,1,1,55,300,1,14828.2,14828.2,11690.1,11690.1,11690.1,11690.1,1,1,2,11690.1,11690.1,0,0,2,2,11,210,2,4569,138441,28,2,2,-1,14828.2,14828.2,11690.1,11690.1,11690.1,11690.1,1,220,157,162,10,2,204,210,4,178,41,2,1,4,1,1,1,55,300,1,14828.2,14828.2,11690.1,11690.1,11690.1,11690.1,1,1,2,11690.1,11690.1,0,0,2,2,11,210,2,4569,138441,28,2,2,-1,14828.2,14828.2,11690.1,11690.1,11690.1,11690.1,1,220,157,162,10,2,204,210,4,178,41,2,1,4
1,2,1,15,421,1,4095,4095,3685,3685,3685,3685,1,1,2,3685,3685,0,0,2,2,3,124,2,1249,353201,21,2,2,-1,4095,4095,3685,3685,3685,3685,1,307,249,142,10,2,112,124,1,175,43,2,1,1,1,2,1,15,421,1,4095,4095,3685,3685,3685,3685,1,1,2,3685,3685,0,0,2,2,3,124,2,1249,353201,21,2,2,-1,4095,4095,3685,3685,3685,3685,1,307,249,142,10,2,112,124,1,175,43,2,1,1
1,1,1,3,400,1,2359.2,2359.2,2076.09,2076.09,2076.09,2076.09,1,1,2,2076.09,2076.09,0,0,2,2,1,28,2,11738,9201,19,2,2,-1,2359.2,2359.2,2076.09,2076.09,2076.09,2076.09,1,295,239,131,10,2,78,27,3,74,40,2,1,3,1,1,1,3,400,1,2359.2,2359.2,2076.09,2076.09,2076.09,2076.09,1,1,2,2076.09,2076.09,0,0,2,2,1,28,2,11738,9201,19,2,2,-1,2359.2,2359.2,2076.09,2076.09,2076.09,2076.09,1,295,239,131,10,2,78,27,3,74,40,2,1,3
1,2,1,62,105,1,69,69,41.4,41.4,41.4,41.4,1,1,2,69,69,27.6,27.6,2,2,12,11,2,5127,225689,38,2,2,-1,69,69,41.4,41.4,41.4,41.4,1,79,150,98,10,7,102,10,11,94,36,2,1,11,1,2,1,62,105,1,69,69,41.4,41.4,41.4,41.4,1,1,2,69,69,27.6,27.6,2,2,12,11,2,5127,225689,38,2,2,-1,69,69,41.4,41.4,41.4,41.4,1,79,150,98,10,7,102,10,11,94,36,2,1,11
1,3,2,62,186,1,50,50,30,30,30,30,1,1,2,50,50,20,20,2,2,12,11,2,5127,225689,38,2,2,-1,50,50,30,30,30,30,1,143,147,98,10,7,102,10,11,94,36,2,1,11,1,3,2,62,186,1,50,50,30,30,30,30,1,1,2,50,50,20,20,2,2,12,11,2,5127,225689,38,2,2,-1,50,50,30,30,30,30,1,143,147,98,10,7,102,10,11,94,36,2,1,11
1,1,1,62,272,1,3585,3585,2868,2868,2868,2868,1,1,2,4218,4218,1350,1350,2,2,12,11,2,5127,225689,38,2,2,-1,3585,3585,2868,2868,2868,2868,1,195,288,88,10,5,102,10,11,94,36,2,1,11,1,1,1,62,272,1,3585,3585,2868,2868,2868,2868,1,1,2,4218,4218,1350,1350,2,2,12,11,2,5127,225689,38,2,2,-1,3585,3585,2868,2868,2868,2868,1,195,288,88,10,5,102,10,11,94,36,2,1,11
1,4,1,62,66,1,60.18,60.18,35.4,35.4,35.4,35.4,1,1,2,59,59,23.6,23.6,2,2,12,11,2,5127,225689,38,2,2,-1,60.18,60.18,35.4,35.4,35.4,35.4,1,50,306,98,10,7,102,10,11,94,36,2,1,11,1,4,1,62,66,1,60.18,60.18,35.4,35.4,35.4,35.4,1,1,2,59,59,23.6,23.6,2,2,12,11,2,5127,225689,38,2,2,-1,60.18,60.18,35.4,35.4,35.4,35.4,1,50,306,98,10,7,102,10,11,94,36,2,1,11
1,2,1,55,425,1,6036.24,6036.24,5302.43,5302.43,5302.43,5302.43,1,1,2,5302.43,5302.43,0,0,2,2,11,132,2,4545,139299,28,2,2,-1,6036.24,6036.24,5302.43,5302.43,5302.43,5302.43,1,309,313,162,10,2,198,132,1,6,48,2,1,1,1,2,1,55,425,1,6036.24,6036.24,5302.43,5302.43,5302.43,5302.43,1,1,2,5302.43,5302.43,0,0,2,2,11,132,2,4545,139299,28,2,2,-1,6036.24,6036.24,5302.43,5302.43,5302.43,5302.43,1,309,313,162,10,2,198,132,1,6,48,2,1,1
1,1,1,18,367,1,30,30,1200,1200,1200,1200,1,1,2,279.22,279.22,0,0,2,2,4,218,1,80807,755232,47,1,1,-1,30,30,0,0,0,0,1,268,181,86,10,2,182,218,3,138,20,2,1,3,1,1,1,18,367,1,30,30,1200,1200,1200,1200,1,1,2,279.22,279.22,0,0,2,2,4,218,1,80807,755232,47,1,1,-1,30,30,0,0,0,0,1,268,181,86,10,2,182,218,3,138,20,2,1,3
1,1,1,18,216,1,599.48,599.48,557,557,557,557,1,1,2,1092,1092,535,535,2,2,4,218,2,80807,755232,47,2,2,-1,599.48,599.48,557,557,557,557,1,166,268,88,10,5,182,218,3,138,20,2,1,3,1,1,1,18,216,1,599.48,599.48,557,557,557,557,1,1,2,1092,1092,535,535,2,2,4,218,2,80807,755232,47,2,2,-1,599.48,599.48,557,557,557,557,1,166,268,88,10,5,182,218,3,138,20,2,1,3
1,6,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4,1,6,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4
1,5,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4,1,5,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4
1,3,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4,1,3,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4
1,1,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4,1,1,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4
1,1,1,54,229,1,10398,10398,8838,8838,8838,8838,1,1,2,17329,17329,8491,8491,2,2,11,40,2,6269,2413273,52,2,2,-1,10398,10398,8838,8838,8838,8838,1,177,119,87,10,5,157,39,4,52,16,2,1,4,1,1,1,54,229,1,10398,10398,8838,8838,8838,8838,1,1,2,17329,17329,8491,8491,2,2,11,40,2,6269,2413273,52,2,2,-1,10398,10398,8838,8838,8838,8838,1,177,119,87,10,5,157,39,4,52,16,2,1,4
1,4,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4,1,4,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4
1,2,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4,1,2,1,54,267,1,4169,4169,3439,3439,3439,3439,1,1,2,5732,5732,2293,2293,2,2,11,40,2,6268,2413233,52,2,2,-1,4169,4169,3439,3439,3439,3439,1,191,113,87,10,5,157,39,4,52,16,2,1,4
1,7,2,46,48,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,42,23,13,10,2,189,59,1,131,35,1,1,1,1,7,2,46,48,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,42,23,13,10,2,189,59,1,131,35,1,1,1
1,2,1,46,49,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,43,24,14,10,2,189,59,1,131,35,1,1,1,1,2,1,46,49,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,43,24,14,10,2,189,59,1,131,35,1,1,1
1,13,1,46,131,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,93,48,24,10,2,189,59,1,131,35,1,1,1,1,13,1,46,131,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,93,48,24,10,2,189,59,1,131,35,1,1,1
1,4,1,46,80,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,63,33,17,10,2,189,59,1,131,35,1,1,1,1,4,1,46,80,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,63,33,17,10,2,189,59,1,131,35,1,1,1
1,3,1,46,107,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,80,42,21,10,2,189,59,1,131,35,1,1,1,1,3,1,46,107,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,80,42,21,10,2,189,59,1,131,35,1,1,1
1,11,2,46,177,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,136,79,35,10,2,189,59,1,131,35,1,1,1,1,11,2,46,177,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,136,79,35,10,2,189,59,1,131,35,1,1,1
1,1,1,12,125,1,2599,2599,2037,2037,2037,2037,1,1,2,0,0,-2037,-2037,2,2,3,86,2,2182,346222,31,2,2,-1,2599,2599,2079,2079,2079,2079,1,87,281,75,10,2,158,85,4,33,43,2,1,4,1,1,1,12,125,1,2599,2599,2037,2037,2037,2037,1,1,2,0,0,-2037,-2037,2,2,3,86,2,2182,346222,31,2,2,-1,2599,2599,2079,2079,2079,2079,1,87,281,75,10,2,158,85,4,33,43,2,1,4
1,2,1,12,270,1,3405,3405,2669,2669,2669,2669,1,1,2,0,0,-2669,-2669,2,2,3,86,2,2187,346089,31,2,2,-1,3405,3405,2724,2724,2724,2724,1,194,287,75,10,5,158,85,4,33,43,2,1,4,1,2,1,12,270,1,3405,3405,2669,2669,2669,2669,1,1,2,0,0,-2669,-2669,2,2,3,86,2,2187,346089,31,2,2,-1,3405,3405,2724,2724,2724,2724,1,194,287,75,10,5,158,85,4,33,43,2,1,4
1,10,1,46,348,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,258,166,80,10,2,189,59,1,131,35,1,1,1,1,10,1,46,348,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,258,166,80,10,2,189,59,1,131,35,1,1,1
1,12,1,46,444,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,327,136,137,11,7,189,59,1,131,35,1,1,1,1,12,1,46,444,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,327,136,137,11,7,189,59,1,131,35,1,1,1
1,8,3,46,389,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,288,227,116,10,2,189,59,1,131,35,1,1,1,1,8,3,46,389,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,288,227,116,10,2,189,59,1,131,35,1,1,1
1,20,1,46,438,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,322,270,150,10,2,189,59,1,131,35,1,1,1,1,20,1,46,438,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,322,270,150,10,2,189,59,1,131,35,1,1,1
1,21,1,46,352,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,262,171,81,10,2,189,59,1,131,35,1,1,1,1,21,1,46,352,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,262,171,81,10,2,189,59,1,131,35,1,1,1
1,22,3,46,380,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,279,211,102,10,2,189,59,1,131,35,1,1,1,1,22,3,46,380,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,279,211,102,10,2,189,59,1,131,35,1,1,1
1,23,1,46,286,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,207,88,43,10,2,189,59,1,131,35,1,1,1,1,23,1,46,286,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,207,88,43,10,2,189,59,1,131,35,1,1,1
1,6,1,46,293,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,214,97,51,10,2,189,59,1,131,35,1,1,1,1,6,1,46,293,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,214,97,51,10,2,189,59,1,131,35,1,1,1
1,1,1,46,145,1,315000,243186.9065,289800,223731.954,289800,223731.954,0.772021925,0.772021925,1,289800,223731.954,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,315000,243186.9065,289800,223731.954,289800,223731.954,1,105,57,29,10,2,189,59,1,131,35,1,1,1,1,1,1,46,145,1,315000,243186.9065,289800,223731.954,289800,223731.954,0.772021925,0.772021925,1,289800,223731.954,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,315000,243186.9065,289800,223731.954,289800,223731.954,1,105,57,29,10,2,189,59,1,131,35,1,1,1
1,19,1,46,353,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,263,185,137,11,7,189,59,1,131,35,1,1,1,1,19,1,46,353,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,263,185,137,11,7,189,59,1,131,35,1,1,1
1,14,1,46,180,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,139,311,137,11,7,189,59,1,131,35,1,1,1,1,14,1,46,180,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,139,311,137,11,7,189,59,1,131,35,1,1,1
1,16,1,46,343,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,255,293,137,11,7,189,59,1,131,35,1,1,1,1,16,1,46,343,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,255,293,137,11,7,189,59,1,131,35,1,1,1
1,9,4,46,375,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,274,201,95,10,2,189,59,1,131,35,1,1,1,1,9,4,46,375,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,274,201,95,10,2,189,59,1,131,35,1,1,1
1,18,1,46,161,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,121,66,32,10,2,189,59,1,131,35,1,1,1,1,18,1,46,161,1,0,0,0,0,0,0,0.772021925,0.772021925,1,0,0,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,0,0,0,0,0,0,1,121,66,32,10,2,189,59,1,131,35,1,1,1
1,24,-1,46,379,1,-31500,-24318.69065,-28980,-22373.1954,-28980,-22373.1954,0.772021925,0.772021925,1,-28980,-22373.1954,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,-31500,-24318.69065,-28980,-22373.1954,-28980,-22373.1954,1,278,210,101,10,2,189,59,1,131,35,1,1,1,1,24,-1,46,379,1,-31500,-24318.69065,-28980,-22373.1954,-28980,-22373.1954,0.772021925,0.772021925,1,-28980,-22373.1954,0,0,1,1,9,60,2,35143,73743,18,2,2,-1,-31500,-24318.69065,-28980,-22373.1954,-28980,-22373.1954,1,278,210,101,10,2,189,59,1,131,35,1,1,1
