soi_line_type_id,soi_ordered_quantity,soi_quantity_invoiced,soi_quantity,soi_line_id,soi_org_id,soi_header_id,soi_ordered_item,soi_item_key,soi_invoice_date,soi_line_net_sales_functional,soi_line_net_sales_corp,soi_line_total_cost_functional,soi_line_total_cost_corp,soi_line_prime_cost_func,soi_line_prime_cost_corp,soi_dsn,soi_customer_key,soi_ucortp,soi_invoice_number,soi_order_number,soi_order_type_id,soi_order_status,soi_lob_l1_key,soi_lob_l2_key,soi_em_key,soi_brand_franchise_product,soi_price_level_code,soi_code_desc,soi_location_code,soi_location_name,soi_location_name_city_state,soi_discount_multiplier,soi_operational_revenue,soi_operational_revenue_corp,soi_operational_prime_cost,soi_operational_prime_cost_corp,soi_operational_standard_cost,soi_operational_standard_cost_corp,soi_grosssaleslocal,soi_grosssalescorp,soi_totaldiscountlocal,soi_totaldiscountcorp,itm_item_key,itm_organization_id,itm_item.description,itm_item.number,itm_user.item.type,itm_brand_franchise_product,itm_price_group,itm_dsn,cust_customer_id,cust_customer_name,cust_customer_number,cust_customer_key,cust_customer_type,cust_city,cust_postal_code,cust_state,cust_country,cust_internal_customer_flag,cust_dsn,cust_bmsreceivabletypecode,cust_primary.segment,cust_bmspricematrixname,cust_bmsdefaultpricelevel,org_name,org_code,org_division,org_org6...branch,ord_typ_order_type_id,ord_typ_order_type,eng_em_key
3,12,12,12,21259,20,10071,76,106,26,104.4,104.4,104.4,104.4,104.4,104.4,3,1944,1,6744,4931,3,1,1,29,-1,16,10,6,80,25,25,0,104.4,104.4,104.4,104.4,104.4,104.4,173.04,173.04,68.64,68.64,106,3,2112,76,982,11,17,3,1944,722,1933,1944,9,1068,614,23,2,2,3,9,20,10,1,25,20,3,25,3,41,-1
3,1,1,1,16378,20,7315,108,140,457,9356,9356,6806,6806,6806,6806,3,2268,31,2508,1891,39,1,11,29,-1,16,7,4,80,25,25,0,9356,9356,6806,6806,6806,6806,11695,11695,4889,4889,140,3,42,108,877,11,5,3,2267,151,2255,2268,18,498,1276,24,2,1,3,17,2,81,21,25,20,3,25,39,32,-1
3,1,1,1,1144,22,515,863,1117,40,7200,7200,5701,5701,5701,5701,4,595,43,30573,11681,57,1,47,30,-1,16,1,7,1,6,6,0,7200,7200,5701,5701,5701,5701,5701,5701,0,0,1117,4,411,863,581,11,5,4,595,32,581,595,18,733,569,51,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
3,10,10,10,23150,23,11090,281,361,927,254.1,254.1,198,198,198,198,4,2808,23,93133,1069333,30,1,33,30,-1,16,12,8,100,30,30,0,254.1,254.1,198,198,198,198,198,198,0,0,361,4,1079,281,795,11,18,4,2807,257,2794,2808,18,915,1265,8,2,1,4,17,20,65,9,30,23,4,30,30,37,-1
3,3,3,3,23978,23,11508,506,648,582,159.75,159.75,127.8,127.8,127.8,127.8,4,281,7,14621,925862,13,1,21,30,-1,16,4,2,100,30,30,0,159.75,159.75,127.8,127.8,127.8,127.8,127.8,127.8,0,0,648,4,929,506,795,11,18,4,281,2070,267,281,18,42,558,51,2,1,4,17,2,70,28,30,23,4,30,13,19,-1
3,-1,-1,-1,21125,20,10041,438,565,333,0,0,0,0,0,0,3,2949,2,6673,4893,7,1,1,29,-1,16,7,4,80,25,25,0,0,0,0,0,0,0,0,0,0,0,565,3,1215,438,794,11,5,3,2948,2428,2934,2949,18,973,1785,4,2,1,3,17,20,81,21,25,20,3,25,7,7,-1
2,1,1,1,29939,32,15315,1378,1863,637,5000,5000,0,0,0,0,4,296,30,63915,172178,38,1,37,34,-1,17,11,7,806,7,7,0,5000,5000,0,0,0,0,0,0,0,0,1863,4,617,1378,411,11,5,4,296,1017,282,296,2,771,571,51,2,1,4,2,21,79,20,8,32,4,4,38,5,-1
3,1,1,1,6576,22,3110,716,925,969,3338,3338,2590,2590,2590,2590,4,509,41,22170,133097,52,1,45,30,-1,16,1,7,1,6,6,0,3338,3338,2590,2590,2590,2590,2590,2590,0,0,925,4,369,716,581,11,5,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,7,22,4,2,52,36,-1
2,2,0,0,27852,32,13998,1961,2560,221,0,0,0,0,0,0,4,812,26,57209,168110,34,1,35,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,812,555,798,812,18,787,417,51,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,618,22,296,919,1185,325,3520,3520,3016,3016,3016,3016,4,1433,43,30353,10747,57,1,47,30,-1,16,12,8,1,6,6,0,3520,3520,3016,3016,3016,3016,3016,3016,0,0,1185,4,440,919,581,11,5,4,1433,1521,1419,1433,18,1015,1185,14,2,1,4,17,20,71,20,7,22,4,2,57,4,-1
3,1,1,1,1950,22,924,158,201,11,9071,9071,7256,7256,7256,7256,4,399,43,31088,12543,57,1,47,30,-1,16,1,7,1,6,6,0,9071,9071,7256,7256,7256,7256,7256,7256,0,0,201,4,83,158,581,11,5,4,399,1596,385,399,18,883,957,14,2,1,4,17,2,79,20,7,22,4,2,57,4,-1
3,-1,-1,-1,13048,7,5585,1066,1374,71,-172,-172,-129,-129,-129,-129,2,3016,2,69340,95085,6,1,1,28,-1,16,3,1,26,15,15,0,-172,-172,-129,-129,-129,-129,-215,-215,-86,-86,1374,2,1277,1066,795,11,18,2,3015,2098,3002,3016,8,710,1187,14,2,1,2,8,20,68,5,15,7,2,15,6,7,-1
2,1,1,1,3510,22,1630,1961,2560,737,98597,98597,83464.53,83464.53,83464.53,83464.53,4,296,30,20102,128261,38,1,37,34,-1,17,11,7,1,6,6,0,98597,98597,83464.53,83464.53,83464.53,83464.53,83464.53,83464.53,0,0,2560,4,1534,1961,924,11,5,4,296,1017,282,296,2,771,571,51,2,1,4,2,21,79,20,7,22,4,2,38,5,-1
3,1,1,1,29837,32,15248,1241,1672,590,1684,1684,1347,1347,1347,1347,4,281,10,63570,171987,16,1,24,30,-1,16,4,2,806,7,7,0,1684,1684,1347,1347,1347,1347,1347,1347,0,0,1672,4,1786,1241,878,11,5,4,281,2070,267,281,18,42,558,51,2,1,4,17,2,70,28,8,32,4,4,16,26,-1
3,1,1,1,13939,7,5957,716,923,976,3415,3415,2670,2670,2670,2670,2,2997,1,71486,96395,2,1,1,28,-1,16,4,2,26,15,15,0,3415,3415,2670,2670,2670,2670,0,0,-2670,-2670,923,2,1928,716,934,11,5,2,2996,2296,2983,2997,15,629,1663,18,2,1,2,14,20,68,5,15,7,2,15,2,41,-1
2,1,1,1,8500,22,4035,1961,2558,259,15190,15190,13005.54,13005.54,13005.54,13005.54,4,773,42,28565,9401,54,1,46,30,-1,16,1,7,1,6,6,0,15190,15190,13005.54,13005.54,13005.54,13005.54,13005.54,13005.54,0,0,2558,4,1534,1961,924,11,5,4,773,760,759,773,2,851,1190,14,2,1,4,2,20,79,20,7,22,4,2,54,3,-1
3,1,1,1,7806,22,3711,714,921,1002,3809,3809,2642,2642,2642,2642,4,1696,43,23989,9008,57,1,47,30,-1,16,1,7,1,6,6,0,3809,3809,2642,2642,2642,2642,2642,2642,0,0,921,4,368,714,581,11,5,4,1696,334,1682,1696,6,199,940,14,2,1,4,6,13,79,20,7,22,4,2,57,4,-1
3,1,1,1,11642,12,4918,279,357,487,8,8,4.8,4.8,4.8,4.8,3,2472,32,83925,238474,41,1,12,29,-1,16,7,4,5,33,33,0,8,8,4.8,4.8,4.8,4.8,8,8,3.2,3.2,357,3,1259,279,795,11,18,3,2471,798,2459,2472,18,176,1715,3,2,1,3,17,20,81,21,33,12,3,33,41,33,-1
3,1,1,1,13723,7,5859,2255,2956,744,513.18,513.18,477,477,477,477,2,3045,1,70914,96009,2,1,1,28,-1,16,3,1,26,15,15,0,513.18,513.18,477,477,477,477,0,0,-477,-477,2956,2,1919,2255,765,11,10,2,3044,1932,3031,3045,8,101,1713,3,2,1,2,8,20,68,5,15,7,2,15,2,41,-1
2,1,1,1,31494,32,16292,1942,2533,234,36756,36756,32345.28,32345.28,32345.28,32345.28,4,1012,36,72116,174948,47,1,41,34,-1,17,11,7,806,7,7,0,36756,36756,32345.28,32345.28,32345.28,32345.28,32345.28,32345.28,0,0,2533,4,1494,1942,904,11,5,4,1012,702,998,1012,9,845,104,46,2,2,4,9,15,12,22,8,32,4,4,47,14,-1
3,1,1,1,6522,22,3087,1076,1396,83,114,114,96.6,96.6,96.6,96.6,4,650,45,31959,13303,60,1,49,30,-1,16,1,7,1,6,6,0,114,114,96.6,96.6,96.6,96.6,171.95,171.95,75.35,75.35,1396,4,1363,1076,795,11,18,4,650,99,636,650,18,988,394,51,2,1,4,17,20,66,20,7,22,4,2,60,45,-1
2,1,1,1,36378,32,19614,1942,2533,29,66960,66960,57645.86,57645.86,57645.86,57645.86,4,1001,36,88994,184917,47,1,41,34,-1,17,11,7,806,7,7,0,66960,66960,57645.86,57645.86,57645.86,57645.86,57645.86,57645.86,0,0,2533,4,1494,1942,904,11,5,4,1001,732,987,1001,9,44,1748,47,2,2,4,9,20,12,3,8,32,4,4,47,14,-1
3,1,1,1,22276,21,10650,804,1037,46,132,132,99,99,99,99,3,3122,31,44535,171745,39,1,11,29,-1,16,3,1,90,13,13,0,132,132,99,99,99,99,165,165,66,66,1037,3,1046,804,795,11,18,3,3121,2610,3109,3122,18,149,285,12,2,1,3,17,20,26,21,2,21,3,3,39,32,-1
2,1,1,1,34554,32,18299,1942,2533,843,35310,35310,30260.67,30260.67,30260.67,30260.67,4,1004,36,81578,181110,47,1,41,34,-1,17,11,7,806,7,7,0,35310,35310,30260.67,30260.67,30260.67,30260.67,30260.67,30260.67,0,0,2533,4,1494,1942,904,11,5,4,1004,699,990,1004,9,217,36,27,2,2,4,9,2,12,22,8,32,4,4,47,14,-1
3,1,1,1,30441,32,15633,1242,1674,797,1714,1714,1371,1371,1371,1371,4,324,10,65373,173045,16,1,24,30,-1,16,1,7,806,7,7,0,1714,1714,1371,1371,1371,1371,1371,1371,0,0,1674,4,1783,1242,878,11,5,4,324,1992,310,324,18,929,555,51,2,1,4,17,2,70,28,8,32,4,4,16,26,-1
2,1,1,1,32680,32,17016,1942,2533,517,63684,63684,56054.66,56054.66,56054.66,56054.66,4,59,36,75945,177091,47,1,41,34,-1,17,11,7,806,7,7,0,63684,63684,56054.66,56054.66,56054.66,56054.66,56054.66,56054.66,0,0,2533,4,1494,1942,904,11,5,4,59,712,45,59,9,845,104,46,2,2,4,9,20,12,4,8,32,4,4,47,14,-1
2,1,1,1,32007,32,16588,1961,2560,234,29941.45,29941.45,26320.16,26320.16,26320.16,26320.16,4,1051,26,72112,175818,34,1,35,34,-1,17,11,7,806,7,7,0,29941.45,29941.45,26320.16,26320.16,26320.16,26320.16,26320.16,26320.16,0,0,2560,4,1534,1961,924,11,5,4,1051,894,1037,1051,2,586,660,23,2,1,4,2,20,79,20,8,32,4,4,34,6,-1
2,1,1,1,20351,20,9708,99,129,598,260,260,195,195,195,195,3,1900,29,423,450,37,1,10,33,-1,17,5,3,80,25,25,0,260,260,195,195,195,195,195,195,0,0,129,3,40,99,28,11,5,3,1900,1701,1888,1900,18,1292,850,44,2,1,3,17,2,81,21,25,20,3,25,37,27,-1
2,-1,-1,-1,33455,32,17515,2143,2824,428,-1199,-1199,-1199,-1199,-1199,-1199,4,770,30,74811,178649,38,1,37,34,-1,17,11,7,806,7,7,0,-1199,-1199,-1199,-1199,-1199,-1199,-1199,-1199,0,0,2824,4,1739,2143,1092,11,5,4,770,908,756,770,18,500,891,23,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
3,1,0,0,17984,20,8245,2251,2941,264,0,0,0,0,0,0,3,2400,21,3943,2847,28,1,8,29,-1,16,3,1,80,25,25,0,0,0,0,0,0,0,0,0,0,0,2941,3,51,2251,419,11,5,3,2399,375,2387,2400,18,376,1468,16,2,1,3,17,20,5,21,25,20,3,25,28,15,-1
3,1,1,1,14589,7,6194,872,1132,234,3520,3520,3870,3870,3870,3870,2,2962,1,72979,97201,2,1,4,28,-1,16,3,1,26,15,15,0,3520,3520,3870,3870,3870,3870,0,0,-3870,-3870,1132,2,1534,872,582,11,5,2,2961,2505,2947,2962,8,1080,1204,14,2,1,2,8,20,68,5,15,7,2,15,2,41,-1
2,1,1,1,28581,32,14455,1942,2533,507,34075,34075,30326.75,30326.75,30326.75,30326.75,4,1010,36,62563,169513,47,1,41,34,-1,17,11,7,806,7,7,0,34075,34075,30326.75,30326.75,30326.75,30326.75,30326.75,30326.75,0,0,2533,4,1494,1942,904,11,5,4,1010,701,996,1010,9,845,104,46,2,2,4,9,20,12,22,8,32,4,4,47,14,-1
3,1,1,1,12163,7,5231,159,203,794,0,0,0,0,0,0,2,14,1,66910,93748,2,1,1,28,-1,16,10,6,26,15,15,0,0,0,0,0,0,0,0,0,0,0,203,2,1215,159,877,11,3,2,14,713,1,14,10,770,113,46,2,2,2,10,20,56,5,15,7,2,15,2,41,-1
3,1,0,0,17983,20,8245,1253,1697,264,0,0,0,0,0,0,3,2400,21,3943,2847,28,1,8,29,-1,16,3,1,80,25,25,0,0,0,0,0,0,0,0,0,0,0,1697,3,1902,1253,794,11,5,3,2399,375,2387,2400,18,376,1468,16,2,1,3,17,20,5,21,25,20,3,25,28,15,-1
2,1,1,1,27204,32,13584,2357,3078,1069,1300,1300,1110,1110,1110,1110,4,535,26,53549,166827,34,1,35,34,-1,17,11,7,806,7,7,0,1300,1300,1110,1110,1110,1110,1110,1110,0,0,3078,4,2150,2357,1278,11,5,4,535,1878,521,535,18,480,349,51,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,16298,20,7266,940,1214,414,0,0,0,0,0,0,3,1991,1,2442,1840,3,1,1,29,-1,16,10,6,80,25,25,0,0,0,0,0,0,0,10580,10580,10580,10580,1214,3,878,940,877,11,5,3,1991,702,1978,1991,10,845,104,46,2,2,3,10,2,10,21,25,20,3,25,3,41,-1
2,1,1,1,16055,20,7089,458,588,107,25470,25470,22923,22923,22923,22923,3,2246,29,2139,1642,37,1,10,29,-1,16,5,3,80,25,25,0,25470,25470,22923,22923,22923,22923,22923,22923,0,0,588,3,235,458,158,11,5,3,2245,455,2233,2246,18,324,1775,7,2,1,3,17,20,81,21,25,20,3,25,37,27,-1
3,1,1,1,9826,1,4450,951,1229,49,3450,3450,3105,3105,3105,3105,1,2710,1,12045,325221,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
3,1,1,1,10844,1,4521,951,1229,283,3450,3450,2876,2876,2876,2876,1,2710,1,30164,338428,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,2876,2876,2876,2876,6355,6355,3479,3479,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
2,1,1,1,33624,32,17654,1942,2533,741,108600,108600,97175.28,97175.28,97175.28,97175.28,4,1001,36,80227,179118,47,1,41,34,-1,17,11,7,806,7,7,0,108600,108600,97175.28,97175.28,97175.28,97175.28,97175.28,97175.28,0,0,2533,4,1494,1942,904,11,5,4,1001,732,987,1001,9,44,1748,47,2,2,4,9,20,12,3,8,32,4,4,47,14,-1
3,1,1,1,1371,22,616,919,1185,4,3520,3520,3168,3168,3168,3168,4,1433,43,30978,12081,57,1,47,30,-1,16,12,8,1,6,6,0,3520,3520,3168,3168,3168,3168,3168,3168,0,0,1185,4,440,919,581,11,5,4,1433,1521,1419,1433,18,1015,1185,14,2,1,4,17,20,71,20,7,22,4,2,57,4,-1
2,1,1,1,25929,32,12743,2357,3078,767,10916,10916,8448.32,8448.32,8448.32,8448.32,4,2008,22,50107,164275,29,1,32,34,-1,17,11,7,806,7,7,0,10916,10916,8448.32,8448.32,8448.32,8448.32,8448.32,8448.32,0,0,3078,4,2150,2357,1278,11,5,4,2008,2128,1995,2008,2,159,709,23,2,1,4,2,20,35,9,8,32,4,4,29,40,-1
2,-1,-1,-1,11823,14,5044,2140,2820,4,-859.15,-859.15,-859.15,-859.15,-859.15,-859.15,3,2913,42,19998,615561,53,1,16,33,-1,17,11,7,10,24,24,0,-859.15,-859.15,-859.15,-859.15,-859.15,-859.15,-859.15,-859.15,0,0,2820,3,1736,2140,1089,11,5,3,2912,2185,2898,2913,7,917,1559,29,2,1,3,7,21,81,21,24,14,3,24,53,3,-1
3,1,0,0,16897,20,7609,224,283,788,0,0,0,0,0,0,3,2429,21,2990,2190,28,1,8,29,-1,16,3,1,80,25,25,0,0,0,0,0,0,0,0,0,0,0,283,3,2079,224,795,11,18,3,2428,35,2416,2429,4,326,228,12,2,1,3,4,20,5,21,25,20,3,25,28,15,-1
3,1,1,1,20383,20,9724,294,394,1054,47.2,47.2,35.4,35.4,35.4,35.4,3,2953,34,6001,4519,45,1,14,29,-1,16,3,1,80,25,25,0,47.2,47.2,35.4,35.4,35.4,35.4,59,59,23.6,23.6,394,3,2107,294,795,11,18,3,2952,2231,2938,2953,14,501,1624,29,2,1,3,13,20,74,21,25,20,3,25,45,34,-1
3,1,1,1,17942,20,8219,1068,1380,264,32,32,24,24,24,24,3,2537,21,3946,2820,28,1,8,29,-1,16,3,1,80,25,25,0,32,32,24,24,24,24,40,40,16,16,1380,3,1277,1068,795,11,18,3,2536,1164,2524,2537,18,1197,1446,16,2,1,3,17,20,5,21,25,20,3,25,28,15,-1
2,1,0,0,37086,32,20098,1961,2560,559,0,0,0,0,0,0,4,1156,27,91675,187008,35,1,36,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,1156,2632,1142,1156,2,315,971,14,2,1,4,2,20,79,20,8,32,4,4,35,11,-1
3,1,1,1,3833,22,1748,1282,1748,711,12236,12236,7900,7900,7900,7900,4,509,19,18564,128643,25,1,30,30,-1,16,1,7,1,6,6,0,12236,12236,7900,7900,7900,7900,7900,7900,0,0,1748,4,778,1282,760,11,6,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,7,22,4,2,25,1,-1
3,1,1,1,12069,7,5189,514,663,569,64.4,64.4,40.8,40.8,40.8,40.8,2,3012,1,66507,93554,2,1,1,28,-1,16,3,1,26,15,15,0,64.4,64.4,40.8,40.8,40.8,40.8,68,68,27.2,27.2,663,2,927,514,795,11,18,2,3011,2619,2998,3012,4,813,60,2,2,1,2,4,20,68,5,15,7,2,15,2,41,-1
3,1,1,1,16732,20,7512,641,827,709,0,0,0,0,0,0,3,2405,1,2793,2090,3,1,1,29,-1,16,10,6,80,25,25,0,0,0,0,0,0,0,3390,3390,3390,3390,827,3,1943,641,877,11,5,3,2404,702,2392,2405,10,845,104,46,2,2,3,10,2,10,21,25,20,3,25,3,41,-1
2,1,0,0,30546,32,15703,1961,2560,1029,0,0,0,0,0,0,4,63,30,69608,173237,38,1,37,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,63,1007,49,63,18,61,25,21,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
2,1,1,1,24793,32,11993,2357,3078,439,2669.24,2669.24,2268.86,2268.86,2268.86,2268.86,4,146,30,45017,161791,38,1,37,34,-1,17,11,7,806,7,7,0,2669.24,2669.24,2268.86,2268.86,2268.86,2268.86,2268.86,2268.86,0,0,3078,4,2150,2357,1278,11,5,4,146,427,132,146,18,303,1051,14,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
2,1,1,1,28494,32,14398,1829,2408,297,3280,3280,2702.84,2702.84,2702.84,2702.84,4,457,26,58449,169291,34,1,35,34,-1,17,11,7,806,7,7,0,3280,3280,2702.84,2702.84,2702.84,2702.84,2702.84,2702.84,0,0,2408,4,1326,1829,800,11,5,4,457,2751,443,457,18,645,468,51,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,6082,22,2848,919,1185,1064,3520,3520,3041,3041,3041,3041,4,1433,6,23699,132286,12,1,20,30,-1,16,1,7,1,6,6,0,3520,3520,3041,3041,3041,3041,3041,3041,0,0,1185,4,440,919,581,11,5,4,1433,1521,1419,1433,18,1015,1185,14,2,1,4,17,20,71,20,7,22,4,2,12,18,-1
3,1,1,1,36693,32,19833,154,198,251,9296,9296,7284,7284,7284,7284,4,252,7,87194,185676,13,1,21,30,-1,16,1,7,806,7,7,0,9296,9296,7284,7284,7284,7284,7284,7284,0,0,198,4,850,154,581,11,5,4,252,1579,238,252,18,170,375,51,2,1,4,17,20,70,20,8,32,4,4,13,19,-1
3,2,2,2,14802,7,6278,1049,1343,31,72.2,72.2,45.6,45.6,45.6,45.6,2,2450,1,73491,97515,2,1,1,28,-1,16,4,2,26,15,15,0,72.2,72.2,45.6,45.6,45.6,45.6,76,76,30.4,30.4,1343,2,909,1049,795,11,18,2,2449,1005,2437,2450,8,726,80,2,2,1,2,8,20,19,5,15,7,2,15,2,41,-1
2,-1,-1,-1,33509,32,17562,1942,2533,369,-101438.4,-101438.4,-89925.14,-89925.14,-89925.14,-89925.14,4,1022,36,75173,178830,47,1,41,34,-1,17,11,7,806,7,7,0,-101438.4,-101438.4,-89925.14,-89925.14,-89925.14,-89925.14,-89925.14,-89925.14,0,0,2533,4,1494,1942,904,11,5,4,1022,728,1008,1022,9,153,16,39,2,2,4,9,20,12,22,8,32,4,4,47,14,-1
3,1,1,1,13613,7,5830,1220,1642,723,12235.22,12235.22,10400,10400,10400,10400,2,3022,1,70660,95880,2,1,1,28,-1,16,3,1,26,15,15,0,12235.22,12235.22,10400,10400,10400,10400,0,0,-10400,-10400,1642,2,1972,1220,128,11,5,2,3021,1110,3008,3022,8,322,1690,18,2,1,2,8,20,68,5,15,7,2,15,2,41,-1
3,1,1,1,10926,1,4526,187,239,511,10510,10510,7196,7196,7196,7196,1,2870,1,35520,342361,1,1,1,15,-1,10,11,7,3,23,23,0,10510,10510,7196,7196,7196,7196,12365,12365,5169,5169,239,1,1235,187,877,8,5,1,2869,2797,2856,2870,18,302,1151,14,2,1,1,17,2,79,25,23,1,1,23,1,41,-1
3,1,1,1,23949,23,11489,592,764,466,45,45,30,30,30,30,4,509,41,6920,919586,52,1,45,30,-1,16,4,2,100,30,30,0,45,45,30,30,30,30,30,30,0,0,764,4,1274,592,795,11,18,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,30,23,4,30,52,36,-1
2,1,0,0,3528,22,1639,1458,1969,51,0,0,0,0,0,0,4,1844,42,31489,12828,54,1,46,30,-1,16,1,7,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1969,4,1240,1458,794,11,5,4,1844,1980,1831,1844,18,917,1567,29,2,1,4,17,10,79,20,7,22,4,2,54,3,-1
3,1,1,1,26487,32,13107,710,927,897,3694.8,3694.8,2941,2941,2941,2941,4,789,41,50763,165391,52,1,45,30,-1,16,4,2,806,7,7,0,3694.8,3694.8,2941,2941,2941,2941,2941,2941,0,0,927,4,1208,710,581,11,5,4,789,2856,775,789,18,1088,998,14,2,1,4,17,2,97,28,8,32,4,4,52,36,-1
3,1,1,1,28764,32,14586,141,184,443,4502,4502,4768,4768,4768,4768,4,324,11,60885,169979,17,1,25,30,-1,16,4,2,806,7,7,0,4502,4502,4768,4768,4768,4768,4768,4768,0,0,184,4,1210,141,581,11,5,4,324,1992,310,324,18,929,555,51,2,1,4,17,2,70,28,8,32,4,4,17,10,-1
3,2,2,2,16331,20,7285,1064,1367,459,51.2,51.2,38.4,38.4,38.4,38.4,3,2846,21,2512,1860,28,1,8,29,-1,16,3,1,80,25,25,0,51.2,51.2,38.4,38.4,38.4,38.4,64,64,25.6,25.6,1367,3,1277,1064,795,11,18,3,2845,1522,2832,2846,14,886,1651,29,2,1,3,13,20,5,21,25,20,3,25,28,15,-1
2,1,0,0,32497,32,16886,1961,2560,246,0,0,0,0,0,0,4,293,26,72296,176681,34,1,35,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,293,2443,279,293,2,173,344,51,2,1,4,2,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,28043,32,14118,376,495,263,3868,3868,3481,3481,3481,3481,4,509,15,56747,168432,21,1,26,30,-1,16,4,2,806,7,7,0,3868,3868,3481,3481,3481,3481,3481,3481,0,0,495,4,1889,376,581,11,5,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,8,32,4,4,21,23,-1
3,1,1,1,31477,32,16279,154,198,1062,9134,9134,7307,7307,7307,7307,4,281,7,69015,174912,13,1,21,30,-1,16,4,2,806,7,7,0,9134,9134,7307,7307,7307,7307,7307,7307,0,0,198,4,850,154,581,11,5,4,281,2070,267,281,18,42,558,51,2,1,4,17,2,70,28,8,32,4,4,13,19,-1
2,1,1,1,7838,22,3727,2357,3078,181,718.22,718.22,556.92,556.92,556.92,556.92,4,1592,42,26573,9026,54,1,46,34,-1,17,11,7,1,6,6,0,718.22,718.22,556.92,556.92,556.92,556.92,556.92,556.92,0,0,3078,4,2150,2357,1278,11,5,4,1592,218,1578,1592,2,333,1152,14,2,1,4,2,21,79,20,7,22,4,2,54,3,-1
2,1,1,1,24846,32,12029,2357,3078,376,3529,3529,2900.18,2900.18,2900.18,2900.18,4,523,22,45258,161938,29,1,32,34,-1,17,11,7,806,7,7,0,3529,3529,2900.18,2900.18,2900.18,2900.18,2900.18,2900.18,0,0,3078,4,2150,2357,1278,11,5,4,523,862,509,523,18,680,1017,14,2,1,4,17,20,79,20,8,32,4,4,29,40,-1
3,1,1,1,11421,11,4803,109,143,14,10120,10120,5841,5841,5841,5841,3,2248,34,61964,757248,45,1,14,29,-1,16,7,4,4,19,19,0,10120,10120,5841,5841,5841,5841,8710,8710,2869,2869,143,3,852,109,877,11,5,3,2247,1250,2235,2248,18,1066,1332,24,2,1,3,17,8,81,21,19,11,3,19,45,34,-1
3,1,1,1,19264,20,9084,868,1124,642,4558.4,4558.4,3696,3696,3696,3696,3,2376,31,5089,3762,39,1,11,29,-1,16,12,8,80,25,25,0,4558.4,4558.4,3696,3696,3696,3696,6160,6160,2464,2464,1124,3,1952,868,877,11,5,3,2375,1888,2363,2376,18,620,1433,16,2,1,3,17,20,77,21,25,20,3,25,39,32,-1
2,1,1,1,15360,20,6645,2009,2635,45,0,0,0,0,0,0,3,1115,29,18,116,37,1,10,29,-1,16,5,3,80,25,25,0,0,0,0,0,0,0,0,0,0,0,2635,3,1591,2009,965,11,5,3,1115,276,1101,1115,3,1264,1347,24,2,1,3,3,20,81,21,25,20,3,25,37,27,-1
3,1,1,1,19687,20,9360,641,827,864,2848,2848,2148,2148,2148,2148,3,2856,34,5525,4088,45,1,14,29,-1,16,3,1,80,25,25,0,2848,2848,2148,2148,2148,2148,3390,3390,1242,1242,827,3,1943,641,877,11,5,3,2855,1972,2842,2856,4,475,1400,16,2,1,3,4,2,74,21,25,20,3,25,45,34,-1
3,1,1,1,240,22,143,847,1100,238,506.67,506.67,395.84,395.84,395.84,395.84,4,1321,43,27911,10192,57,1,47,34,-1,17,11,7,1,6,6,0,506.67,506.67,395.84,395.84,395.84,395.84,633.34,633.34,237.5,237.5,1100,4,1148,847,982,12,18,4,1321,1951,1307,1321,18,214,1450,16,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
3,1,1,1,7654,22,3616,1298,1771,1055,188,188,161.4,161.4,161.4,161.4,4,1403,45,24915,8931,60,1,49,30,-1,16,1,7,1,6,6,0,188,188,161.4,161.4,161.4,161.4,161.4,161.4,0,0,1771,4,1363,1298,878,11,18,4,1403,2182,1389,1403,18,354,299,12,2,1,4,17,20,79,20,7,22,4,2,60,45,-1
