soi_line_type_id,soi_ordered_quantity,soi_quantity_invoiced,soi_quantity,soi_line_id,soi_org_id,soi_header_id,soi_ordered_item,soi_item_key,soi_invoice_date,soi_line_net_sales_functional,soi_line_net_sales_corp,soi_line_total_cost_functional,soi_line_total_cost_corp,soi_line_prime_cost_func,soi_line_prime_cost_corp,soi_dsn,soi_customer_key,soi_ucortp,soi_invoice_number,soi_order_number,soi_order_type_id,soi_order_status,soi_lob_l1_key,soi_lob_l2_key,soi_em_key,soi_brand_franchise_product,soi_price_level_code,soi_code_desc,soi_location_code,soi_location_name,soi_location_name_city_state,soi_discount_multiplier,soi_operational_revenue,soi_operational_revenue_corp,soi_operational_prime_cost,soi_operational_prime_cost_corp,soi_operational_standard_cost,soi_operational_standard_cost_corp,soi_grosssaleslocal,soi_grosssalescorp,soi_totaldiscountlocal,soi_totaldiscountcorp,itm_item_key,itm_organization_id,itm_item.description,itm_item.number,itm_user.item.type,itm_brand_franchise_product,itm_price_group,itm_dsn,cust_customer_id,cust_customer_name,cust_customer_number,cust_customer_key,cust_customer_type,cust_city,cust_postal_code,cust_state,cust_country,cust_internal_customer_flag,cust_dsn,cust_bmsreceivabletypecode,cust_primary.segment,cust_bmspricematrixname,cust_bmsdefaultpricelevel,org_name,org_code,org_division,org_org6...branch,ord_typ_order_type_id,ord_typ_order_type,eng_em_key
3,1,1,1,14056,7,6027,910,1175,948,4290,4290,3432,3432,3432,3432,2,3005,1,71804,96588,2,1,1,28,-1,16,3,1,26,15,15,0,4290,4290,3432,3432,3432,3432,0,0,-3432,-3432,1175,2,1441,910,877,11,5,2,3004,1716,2991,3005,8,807,1705,18,2,1,2,8,20,68,5,15,7,2,15,2,41,-1
2,1,1,1,78,22,45,2357,3078,259,5100,5100,4156.31,4156.31,4156.31,4156.31,4,1443,42,28577,10026,54,1,46,34,-1,17,11,7,1,6,6,0,5100,5100,4156.31,4156.31,4156.31,4156.31,4156.31,4156.31,0,0,3078,4,2150,2357,1278,11,5,4,1443,2175,1429,1443,2,443,1140,14,2,1,4,2,21,79,20,7,22,4,2,54,3,-1
3,1,1,1,32399,32,16823,916,1188,171,3450,3450,2981,2981,2981,2981,4,174,7,71218,176499,13,1,21,30,-1,16,1,7,806,7,7,0,3450,3450,2981,2981,2981,2981,2981,2981,0,0,1188,4,859,916,581,11,5,4,174,112,160,174,18,116,70,2,2,1,4,17,20,79,20,8,32,4,4,13,19,-1
2,1,1,1,7234,22,3459,1961,2560,1031,11047.39,11047.39,9210.67,9210.67,9210.67,9210.67,4,801,26,24372,8677,34,1,35,34,-1,17,11,7,1,6,6,0,11047.39,11047.39,9210.67,9210.67,9210.67,9210.67,9210.67,9210.67,0,0,2560,4,1534,1961,924,11,5,4,801,2721,787,801,2,648,389,51,2,1,4,2,20,67,17,7,22,4,2,34,6,-1
3,1,1,1,10407,1,4493,951,1229,1057,3450,3450,3105,3105,3105,3105,1,2710,1,24793,334538,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
2,1,1,1,24764,32,11972,164,210,12,1000,1000,0,0,0,0,4,324,11,43976,161723,17,1,25,34,-1,17,11,7,806,7,7,0,1000,1000,0,0,0,0,0,0,0,0,210,4,89,164,59,11,5,4,324,1992,310,324,18,929,555,51,2,1,4,17,2,70,28,8,32,4,4,17,10,-1
3,1,1,1,29201,32,14840,1240,1670,417,1684,1684,1347,1347,1347,1347,4,281,10,61562,170866,16,1,24,30,-1,16,4,2,806,7,7,0,1684,1684,1347,1347,1347,1347,1347,1347,0,0,1670,4,1782,1240,878,11,5,4,281,2070,267,281,18,42,558,51,2,1,4,17,2,70,28,8,32,4,4,16,26,-1
2,1,0,0,5132,22,2388,1961,2560,854,0,0,0,0,0,0,4,801,26,21506,131093,34,1,35,34,-1,17,11,7,1,6,6,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,801,2721,787,801,2,648,389,51,2,1,4,2,20,67,17,7,22,4,2,34,6,-1
3,1,1,1,19869,20,9484,1295,1765,923,3593.01,3593.01,3416,3416,3416,3416,3,2212,21,5652,4231,28,1,8,29,-1,16,3,1,80,25,25,0,3593.01,3593.01,3416,3416,3416,3416,0,0,-3416,-3416,1765,3,1905,1295,794,11,5,3,2211,1044,2199,2212,4,758,235,12,2,1,3,4,20,5,21,25,20,3,25,28,15,-1
3,2,2,2,21234,20,10071,601,786,26,27.6,27.6,27.6,27.6,27.6,27.6,3,1944,1,6744,4931,3,1,1,29,-1,16,10,6,80,25,25,0,27.6,27.6,27.6,27.6,27.6,27.6,46,46,18.4,18.4,786,3,1717,601,795,11,18,3,1944,722,1933,1944,9,1068,614,23,2,2,3,9,20,10,1,25,20,3,25,3,41,-1
2,1,1,1,6822,22,3243,1961,2560,1048,6599,6599,6000,6000,6000,6000,4,969,26,24684,133475,34,1,35,34,-1,17,11,7,1,6,6,0,6599,6599,6000,6000,6000,6000,6000,6000,0,0,2560,4,1534,1961,924,11,5,4,969,1026,955,969,2,462,701,23,2,1,4,2,2,79,20,7,22,4,2,34,6,-1
3,1,1,1,3858,22,1753,919,1185,969,3520,3520,3015,3015,3015,3015,4,174,6,22120,128679,12,1,20,30,-1,16,1,7,1,6,6,0,3520,3520,3015,3015,3015,3015,3015,3015,0,0,1185,4,440,919,581,11,5,4,174,112,160,174,18,116,70,2,2,1,4,17,20,79,20,7,22,4,2,12,18,-1
3,1,1,1,23229,23,11134,502,636,1043,53.9,53.9,42,42,42,42,4,2808,43,713,1076882,57,1,47,30,-1,16,12,8,100,30,30,0,53.9,53.9,42,42,42,42,42,42,0,0,636,4,1690,502,795,11,18,4,2807,257,2794,2808,18,915,1265,8,2,1,4,17,20,65,9,30,23,4,30,57,4,-1
3,1,1,1,36252,32,19517,2252,2961,118,530,530,477,477,477,477,4,650,15,85140,184668,21,1,26,30,-1,16,1,7,806,7,7,0,530,530,477,477,477,477,477,477,0,0,2961,4,2150,2252,935,11,5,4,650,99,636,650,18,988,394,51,2,1,4,17,20,66,20,8,32,4,4,21,23,-1
3,1,1,1,26184,32,12914,376,495,735,5031,5031,4380,4380,4380,4380,4,895,15,49855,164799,21,1,26,30,-1,16,4,2,806,7,7,0,5031,5031,4380,4380,4380,4380,4380,4380,0,0,495,4,1889,376,581,11,5,4,895,1661,881,895,18,251,533,51,2,1,4,17,20,79,20,8,32,4,4,21,23,-1
3,1,1,1,32074,32,16635,376,495,192,4048,4048,3634,3634,3634,3634,4,1080,15,70374,175943,21,1,26,30,-1,16,1,7,806,7,7,0,4048,4048,3634,3634,3634,3634,3634,3634,0,0,495,4,1889,376,581,11,5,4,1080,609,1066,1080,18,817,1022,14,2,1,4,17,20,79,20,8,32,4,4,21,23,-1
3,1,1,1,9787,1,4445,951,1229,233,3450,3450,3105,3105,3105,3105,1,2710,1,8819,322731,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
3,2,2,2,23350,23,11187,275,350,217,93.3,93.3,84.82,84.82,84.82,84.82,4,2808,43,11133,1085554,57,1,47,30,-1,16,12,8,100,30,30,0,93.3,93.3,84.82,84.82,84.82,84.82,84.82,84.82,0,0,350,4,1485,275,878,11,18,4,2807,257,2794,2808,18,915,1265,8,2,1,4,17,20,65,9,30,23,4,30,57,4,-1
3,1,1,1,1600,22,722,1246,1682,55,1684,1684,1347,1347,1347,1347,4,805,43,31571,12444,57,1,47,30,-1,16,1,7,1,6,6,0,1684,1684,1347,1347,1347,1347,2245,2245,898,898,1682,4,1780,1246,878,11,5,4,805,2275,791,805,18,721,828,44,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
3,1,1,1,19284,20,9096,643,828,658,3318.99,3318.99,2585,2585,2585,2585,3,2041,31,5107,3773,39,1,11,29,-1,16,12,8,80,25,25,0,3318.99,3318.99,2585,2585,2585,2585,3465,3465,880,880,828,3,1944,643,877,11,5,3,2041,2615,2028,2041,18,70,1272,24,2,1,3,17,20,77,21,25,20,3,25,39,32,-1
3,1,1,1,10571,1,4500,951,1229,1033,3450,3450,3105,3105,3105,3105,1,2710,1,25764,335222,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
3,1,1,1,10320,1,4486,951,1229,859,3450,3450,3105,3105,3105,3105,1,2710,1,22459,332917,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
3,1,1,1,12063,7,5187,1181,1569,569,8578,8578,0,0,0,0,2,1875,1,66504,93552,2,1,1,28,-1,16,3,1,26,15,15,0,8578,8578,0,0,0,0,0,0,0,0,1569,2,1913,1181,112,11,5,2,1875,2015,1863,1875,8,278,1675,18,2,1,2,8,10,68,5,15,7,2,15,2,41,-1
3,1,1,1,27321,32,13669,355,473,1017,2362.8,2362.8,1855,1855,1855,1855,4,685,41,54104,167123,52,1,45,30,-1,16,4,2,806,7,7,0,2362.8,2362.8,1855,1855,1855,1855,1855,1855,0,0,473,4,1935,355,581,11,5,4,685,2406,671,685,18,1036,548,51,2,1,4,17,26,79,20,8,32,4,4,52,36,-1
3,1,1,1,26838,32,13340,916,1188,984,4707,4707,3765,3765,3765,3765,4,88,5,52133,166130,11,1,19,30,-1,16,4,2,806,7,7,0,4707,4707,3765,3765,3765,3765,3765,3765,0,0,1188,4,859,916,581,11,5,4,88,1474,74,88,18,69,1039,14,2,1,4,17,2,65,9,8,32,4,4,11,17,-1
3,2,2,2,2741,22,1297,273,347,463,7.36,7.36,4.96,4.96,4.96,4.96,4,1320,23,16886,127193,30,1,33,30,-1,16,1,7,1,6,6,0,7.36,7.36,4.96,4.96,4.96,4.96,4.96,4.96,0,0,347,4,846,273,878,11,18,4,1320,1889,1306,1320,18,620,1433,16,2,1,4,17,20,79,20,7,22,4,2,30,37,-1
3,1,1,1,16110,20,7132,380,497,71,11466,11466,8820,8820,8820,8820,3,933,31,2276,1695,39,1,11,29,-1,16,7,4,80,25,25,0,11466,11466,8820,8820,8820,8820,14700,14700,5880,5880,497,3,881,380,877,11,5,3,933,2278,919,933,18,721,828,44,2,1,3,17,2,22,21,25,20,3,25,39,32,-1
3,1,1,1,4063,22,1816,714,921,37,3405,3405,2724,2724,2724,2724,4,1699,43,31455,12887,57,1,47,30,-1,16,1,7,1,6,6,0,3405,3405,2724,2724,2724,2724,2724,2724,0,0,921,4,368,714,581,11,5,4,1699,1095,1685,1699,6,255,1174,14,2,1,4,6,13,79,20,7,22,4,2,57,4,-1
3,1,1,1,35097,32,18673,726,955,814,3667,3667,0,0,0,0,4,1969,5,81005,182231,11,1,19,30,-1,16,1,7,806,7,7,0,3667,3667,0,0,0,0,0,0,0,0,955,4,850,726,581,11,5,4,1969,1928,1958,1969,18,172,654,23,2,1,4,17,2,64,9,8,32,4,4,11,17,-1
3,1,1,1,23923,23,11477,506,648,374,63.9,63.9,42.6,42.6,42.6,42.6,4,509,41,705,914485,52,1,45,30,-1,16,4,2,100,30,30,0,63.9,63.9,42.6,42.6,42.6,42.6,42.6,42.6,0,0,648,4,929,506,795,11,18,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,30,23,4,30,52,36,-1
2,1,0,0,25330,32,12364,1961,2560,696,0,0,0,0,0,0,4,2407,30,49108,162974,38,1,37,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,2406,1648,2394,2407,18,1275,881,28,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
3,1,1,1,5489,22,2593,594,768,397,59,59,40.8,40.8,40.8,40.8,4,1326,43,32219,13160,57,1,47,30,-1,16,1,7,1,6,6,0,59,59,40.8,40.8,40.8,40.8,72.62,72.62,31.82,31.82,768,4,1281,594,795,11,18,4,1326,681,1312,1326,18,1140,1251,24,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
2,1,1,1,15328,20,6622,1748,2330,196,5647,5647,4970,4970,4970,4970,3,2908,29,1397,1139,37,1,10,33,-1,17,5,3,80,25,25,0,5647,5647,4970,4970,4970,4970,4970,4970,0,0,2330,3,1129,1748,727,11,5,3,2907,1800,2893,2908,3,917,1556,29,2,1,3,3,20,81,21,25,20,3,25,37,27,-1
2,1,1,1,831,22,383,2010,2639,30,5925,5925,4977,4977,4977,4977,4,1775,42,31359,10999,54,1,46,30,-1,16,1,7,1,6,6,0,5925,5925,4977,4977,4977,4977,4977,4977,0,0,2639,4,2150,2010,935,11,5,4,1775,2333,1761,1775,2,1,858,44,2,1,4,2,10,79,20,7,22,4,2,54,3,-1
3,1,1,1,23631,23,11318,337,446,567,12,12,8.88,8.88,8.88,8.88,4,606,7,35253,863057,13,1,21,30,-1,16,4,2,100,30,30,0,12,12,8.88,8.88,8.88,8.88,8.88,8.88,0,0,446,4,1102,337,878,11,18,4,606,459,592,606,18,854,391,51,2,1,4,17,2,79,20,30,23,4,30,13,19,-1
3,1,1,1,2617,22,1245,1173,1555,400,535.96,535.96,477,477,477,477,4,1388,19,16076,126788,25,1,30,30,-1,16,1,7,1,6,6,0,535.96,535.96,477,477,477,477,477,477,0,0,1555,4,1807,1173,854,11,10,4,1388,1170,1374,1388,18,519,1278,24,2,1,4,17,20,79,20,7,22,4,2,25,1,-1
2,1,1,1,31366,32,16216,1536,2084,121,7500,7500,10650,10650,10650,10650,4,655,30,70565,174733,38,1,37,34,-1,17,11,7,806,7,7,0,7500,7500,10650,10650,10650,10650,10650,10650,0,0,2084,4,802,1536,535,11,5,4,655,1011,641,655,2,726,455,51,2,1,4,2,20,79,20,8,32,4,4,38,5,-1
3,1,1,1,5145,22,2396,155,197,896,9296,9296,0,0,0,0,4,252,7,21065,131110,13,1,21,30,-1,16,1,7,1,6,6,0,9296,9296,0,0,0,0,0,0,0,0,197,4,82,155,581,11,5,4,252,1579,238,252,18,170,375,51,2,1,4,17,20,70,20,7,22,4,2,13,19,-1
3,1,1,1,11341,11,4771,1049,1344,501,38,38,22.8,22.8,22.8,22.8,3,2391,1,20168,718918,3,1,1,29,-1,16,7,4,4,19,19,0,38,38,22.8,22.8,22.8,22.8,38,38,15.2,15.2,1344,3,909,1049,795,11,18,3,2390,1001,2378,2391,18,858,1401,16,2,1,3,17,20,81,21,19,11,3,19,3,41,-1
3,1,1,1,25025,32,12146,141,184,461,4502,4502,4621,4621,4621,4621,4,324,11,46327,162243,17,1,25,30,-1,16,4,2,806,7,7,0,4502,4502,4621,4621,4621,4621,4621,4621,0,0,184,4,1210,141,581,11,5,4,324,1992,310,324,18,929,555,51,2,1,4,17,2,70,28,8,32,4,4,17,10,-1
3,1,1,1,366,22,206,919,1185,334,3520,3520,3029,3029,3029,3029,4,1433,43,30485,10339,57,1,47,30,-1,16,12,8,1,6,6,0,3520,3520,3029,3029,3029,3029,3029,3029,0,0,1185,4,440,919,581,11,5,4,1433,1521,1419,1433,18,1015,1185,14,2,1,4,17,20,71,20,7,22,4,2,57,4,-1
2,1,1,1,8408,22,3990,2055,2723,215,4049.76,4049.76,2537.52,2537.52,2537.52,2537.52,4,1769,42,27506,9355,54,1,46,30,-1,16,1,7,1,6,6,0,4049.76,4049.76,2537.52,2537.52,2537.52,2537.52,2537.52,2537.52,0,0,2723,4,2150,2055,935,11,5,4,1769,2813,1755,1769,6,294,941,14,2,1,4,6,10,79,20,7,22,4,2,54,3,-1
2,10,10,10,6341,22,2982,693,890,954,5410,5410,4328.4,4328.4,4328.4,4328.4,4,727,23,23254,132733,30,1,33,26,-1,15,11,7,1,6,6,0,5410,5410,4328.4,4328.4,4328.4,4328.4,4328.4,4328.4,0,0,890,4,349,693,241,11,5,4,727,1625,713,727,18,356,623,23,2,1,4,17,20,79,20,7,22,4,2,30,37,-1
3,1,1,1,21720,20,10303,1123,1470,855,740.26,740.26,2400,2400,2400,2400,3,2212,21,866,648,28,1,8,29,-1,16,3,1,80,25,25,0,740.26,740.26,2400,2400,2400,2400,4000,4000,1600,1600,1470,3,1757,1123,795,11,18,3,2211,1044,2199,2212,4,758,235,12,2,1,3,4,20,5,21,25,20,3,25,28,15,-1
2,1,1,1,6395,22,3015,2357,3078,1051,7244.81,7244.81,6378.19,6378.19,6378.19,6378.19,4,1585,30,24794,132826,38,1,37,34,-1,17,11,7,1,6,6,0,7244.81,7244.81,6378.19,6378.19,6378.19,6378.19,6378.19,6378.19,0,0,3078,4,2150,2357,1278,11,5,4,1585,2173,1571,1585,2,622,1415,16,2,1,4,2,20,79,20,7,22,4,2,38,5,-1
3,1,1,1,9401,1,4408,514,662,589,47.6,47.6,40.8,40.8,40.8,40.8,1,2699,1,96822,313979,1,1,1,27,-1,16,3,1,3,23,23,0,47.6,47.6,40.8,40.8,40.8,40.8,75.48,75.48,34.68,34.68,662,1,927,514,795,11,18,1,2698,755,2686,2699,4,965,1127,14,2,1,1,4,20,72,5,23,1,1,23,1,41,-1
3,1,1,1,12829,7,5515,1897,2481,354,0,0,698,698,698,698,2,2963,1,68767,94835,2,1,1,28,-1,16,7,4,26,15,15,0,0,0,698,698,698,698,0,0,-698,-698,2481,2,1393,1897,929,11,5,2,2962,1181,2948,2963,8,1145,1250,24,2,1,2,8,20,79,20,15,7,2,15,2,41,-1
3,1,1,1,11982,7,5151,925,1193,526,4920,4920,3588,3588,3588,3588,2,3046,1,66123,93372,2,1,1,28,-1,16,4,2,26,15,15,0,4920,4920,3588,3588,3588,3588,0,0,-3588,-3588,1193,2,1442,925,877,11,5,2,3045,2435,3032,3046,18,1146,1223,24,2,1,2,17,20,19,5,15,7,2,15,2,41,-1
3,1,1,1,7569,22,3568,1173,1555,1055,513,513,477,477,477,477,4,1237,45,24980,8857,60,1,49,30,-1,16,1,7,1,6,6,0,513,513,477,477,477,477,477,477,0,0,1555,4,1807,1173,854,11,10,4,1237,2100,1223,1237,2,710,1187,14,2,1,4,2,20,79,20,7,22,4,2,60,45,-1
2,1,1,1,27508,32,13781,1942,2533,71,29181.6,29181.6,25679.81,25679.81,25679.81,25679.81,4,1012,36,60540,167481,47,1,41,34,-1,17,11,7,806,7,7,0,29181.6,29181.6,25679.81,25679.81,25679.81,25679.81,25679.81,25679.81,0,0,2533,4,1494,1942,904,11,5,4,1012,702,998,1012,9,845,104,46,2,2,4,9,15,12,22,8,32,4,4,47,14,-1
2,1,1,1,33597,32,17636,1167,1542,407,325,325,171,171,171,171,4,721,30,75509,179043,38,1,37,34,-1,17,11,7,806,7,7,0,325,325,171,171,171,171,171,171,0,0,1542,4,537,1167,349,11,5,4,721,1849,707,721,18,814,802,23,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
3,1,1,1,2321,22,1113,592,764,626,40,40,30,30,30,30,4,1312,23,17505,126152,30,1,33,30,-1,16,1,7,1,6,6,0,40,40,30,30,30,30,30,30,0,0,764,4,1274,592,795,11,18,4,1312,1225,1298,1312,18,581,244,12,2,1,4,17,20,79,20,7,22,4,2,30,37,-1
3,1,1,1,24156,23,11610,595,772,929,89.1,89.1,59.4,59.4,59.4,59.4,4,509,41,40732,946938,52,1,45,30,-1,16,1,7,100,30,30,0,89.1,89.1,59.4,59.4,59.4,59.4,59.4,59.4,0,0,772,4,1282,595,795,11,18,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,30,23,4,30,52,36,-1
3,1,1,1,20459,20,9762,641,827,607,2350,2350,1844,1844,1844,1844,3,3143,31,430,456,39,1,11,29,-1,16,12,8,80,25,25,0,2350,2350,1844,1844,1844,1844,3390,3390,1546,1546,827,3,1943,641,877,11,5,3,3142,318,3130,3143,18,581,244,12,2,1,3,17,26,77,21,25,20,3,25,39,32,-1
3,1,1,1,20207,20,9654,1064,1367,1034,25.6,25.6,19.2,19.2,19.2,19.2,3,2400,21,5956,4438,28,1,8,29,-1,16,3,1,80,25,25,0,25.6,25.6,19.2,19.2,19.2,19.2,32,32,12.8,12.8,1367,3,1277,1064,795,11,18,3,2399,375,2387,2400,18,376,1468,16,2,1,3,17,20,5,21,25,20,3,25,28,15,-1
3,1,1,1,21620,20,10253,926,1194,808,0,0,0,0,0,0,3,2404,1,621,584,3,1,1,29,-1,16,10,6,80,25,25,0,0,0,0,0,0,0,5945,5945,5945,5945,1194,3,879,926,877,11,5,3,2403,702,2391,2404,10,845,104,46,2,2,3,10,2,10,21,25,20,3,25,3,41,-1
3,-1,-1,-1,15934,20,7014,984,1268,317,-8011.85,-8011.85,0,0,0,0,3,933,2,2030,1563,7,1,1,29,-1,16,12,8,80,25,25,0,-8011.85,-8011.85,0,0,0,0,-8160,-8160,-8160,-8160,1268,3,857,984,877,11,5,3,933,2278,919,933,18,721,828,44,2,1,3,17,2,22,21,25,20,3,25,7,7,-1
3,2,2,2,20058,20,9579,592,763,1067,90,90,60,60,60,60,3,2682,31,5834,4356,39,1,11,29,-1,16,3,1,80,25,25,0,90,90,60,60,60,60,100,100,40,40,763,3,1274,592,795,11,18,3,2681,1225,2669,2682,18,581,244,12,2,1,3,17,26,77,21,25,20,3,25,39,32,-1
3,1,1,1,23766,23,11391,799,1032,1012,489.5,489.5,267,267,267,267,4,1905,19,67969,887427,25,1,30,30,-1,16,4,2,100,30,30,0,489.5,489.5,267,267,267,267,267,267,0,0,1032,4,924,799,795,11,18,4,1905,1725,1893,1905,4,1044,740,23,2,1,4,4,20,15,4,30,23,4,30,25,1,-1
3,1,1,1,22314,21,10685,158,200,358,9336,9336,7093,7093,7093,7093,3,1897,31,55573,179324,39,1,11,29,-1,16,7,4,90,13,13,0,9336,9336,7093,7093,7093,7093,12365,12365,5272,5272,200,3,1801,158,877,11,5,3,1897,90,1885,1897,18,16,1118,14,2,1,3,17,20,26,21,2,21,3,3,39,32,-1
2,1,0,0,27928,32,14045,1961,2560,245,0,0,0,0,0,0,4,2460,27,57644,168281,35,1,36,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,2459,1815,2447,2460,18,791,922,28,2,1,4,17,20,79,20,8,32,4,4,35,11,-1
2,1,1,1,29374,32,14946,2357,3078,519,2125,2125,1912,1912,1912,1912,4,369,26,62681,171156,34,1,35,34,-1,17,11,7,806,7,7,0,2125,2125,1912,1912,1912,1912,1912,1912,0,0,3078,4,2150,2357,1278,11,5,4,369,1747,355,369,18,1239,398,51,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
2,1,1,1,18561,20,8626,1830,2409,75,2250,2250,1800,1800,1800,1800,3,2296,29,4575,3257,37,1,10,33,-1,17,5,3,80,25,25,0,2250,2250,1800,1800,1800,1800,1800,1800,0,0,2409,3,1331,1830,801,11,5,3,2295,1501,2283,2296,3,917,1575,29,2,1,3,3,20,81,21,25,20,3,25,37,27,-1
3,1,1,1,10480,1,4495,951,1229,1013,3450,3450,3105,3105,3105,3105,1,2710,1,25438,334969,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
3,1,1,1,11908,4,5111,657,846,244,188.1,188.1,118.8,118.8,118.8,118.8,2,2449,1,91643,322035,2,1,1,28,-1,16,4,2,21,31,31,0,188.1,188.1,118.8,118.8,118.8,118.8,198,198,79.2,79.2,846,2,1480,657,795,11,18,2,2448,1092,2436,2449,4,255,1174,14,2,1,2,4,2,16,5,31,4,2,31,2,41,-1
3,1,1,1,24052,23,11546,639,830,756,0,0,0,0,0,0,4,1992,1,24386,933673,4,1,1,30,-1,16,10,6,100,30,30,0,0,0,0,0,0,0,0,0,0,0,830,4,1529,639,581,11,5,4,1992,702,1979,1992,10,845,104,46,2,2,4,10,16,10,1,30,23,4,30,4,41,-1
3,1,1,1,25538,32,12485,1078,1401,645,2200,2200,1347,1347,1347,1347,4,324,11,48449,163388,17,1,25,30,-1,16,4,2,806,7,7,0,2200,2200,1347,1347,1347,1347,1347,1347,0,0,1401,4,1314,1078,878,11,18,4,324,1992,310,324,18,929,555,51,2,1,4,17,2,70,28,8,32,4,4,17,10,-1
3,1,1,1,8009,22,3827,1246,1682,119,1684,1684,1347,1347,1347,1347,4,805,43,25504,9139,57,1,47,30,-1,16,1,7,1,6,6,0,1684,1684,1347,1347,1347,1347,1347,1347,0,0,1682,4,1780,1246,878,11,5,4,805,2275,791,805,18,721,828,44,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
2,1,1,1,35270,32,18792,2357,3078,977,4032,4032,3467,3467,3467,3467,4,248,26,82309,182597,34,1,35,34,-1,17,11,7,806,7,7,0,4032,4032,3467,3467,3467,3467,3467,3467,0,0,3078,4,2150,2357,1278,11,5,4,248,1589,234,248,2,156,342,51,2,1,4,2,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,2349,22,1123,109,144,396,4512,4512,4390,4390,4390,4390,4,281,10,15212,126222,16,1,24,30,-1,16,1,7,1,6,6,0,4512,4512,4390,4390,4390,4390,4390,4390,0,0,144,4,43,109,581,11,5,4,281,2070,267,281,18,42,558,51,2,1,4,17,2,70,28,7,22,4,2,16,26,-1
3,4,4,4,24243,23,11659,234,298,130,31.8,31.8,27.24,27.24,27.24,27.24,4,2808,41,53900,957236,52,1,45,30,-1,16,1,7,100,30,30,0,31.8,31.8,27.24,27.24,27.24,27.24,27.24,27.24,0,0,298,4,1100,234,878,11,18,4,2807,257,2794,2808,18,915,1265,8,2,1,4,17,20,65,9,30,23,4,30,52,36,-1
3,1,1,1,19967,20,9535,643,828,973,2467.77,2467.77,2017,2017,2017,2017,3,2041,31,5746,4302,39,1,11,29,-1,16,3,1,80,25,25,0,2467.77,2467.77,2017,2017,2017,2017,3465,3465,1448,1448,828,3,1944,643,877,11,5,3,2041,2615,2028,2041,18,70,1272,24,2,1,3,17,20,77,21,25,20,3,25,39,32,-1
3,1,1,1,11027,1,4572,1300,1774,739,3104,3104,2716,2716,2716,2716,1,1872,1,58888,359508,1,1,1,27,-1,16,3,1,3,23,23,0,3104,3104,2716,2716,2716,2716,4527,4527,1811,1811,1774,1,703,1300,760,11,5,1,1872,757,1860,1872,4,851,1190,14,2,1,1,4,20,69,18,23,1,1,23,1,41,-1
2,-1,-1,-1,34077,32,17961,1598,2161,625,-10000,-10000,-10000,-10000,-10000,-10000,4,642,30,77364,180110,38,1,37,34,-1,17,11,7,806,7,7,0,-10000,-10000,-10000,-10000,-10000,-10000,-10000,-10000,0,0,2161,4,951,1598,602,11,5,4,642,553,628,642,18,768,783,23,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
3,1,1,1,10516,1,4496,951,1229,1033,3450,3450,3105,3105,3105,3105,1,2710,1,25765,335077,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
