"","soi_ordered_quantity","soi_line_net_sales_functional","soi_line_total_cost_functional","soi_line_prime_cost_corp","soi_ucortp","soi_lob_l2_key","soi_code_desc","soi_location_code","soi_totaldiscountlocal","soi_totaldiscountcorp","itm_item_key","itm_organization_id","cust_customer_id","cust_customer_number","cust_customer_key","cust_dsn","cust_bmsreceivabletypecode","eng_em_key"
"2291",1,0,0,0,26,34,7,806,0,0,3078,4,1124,1110,1124,4,17,-1
"2292",1,2530,1871,1871,31,29,8,80,1519,1519,827,3,3142,3130,3143,3,17,-1
"2293",1,11063,8585,8585,7,30,7,806,0,0,500,4,1093,1079,1093,4,17,-1
"2294",1,14194.12,11355,11355,29,33,3,80,0,0,2516,3,785,771,785,3,17,-1
"2295",1,12499.8,10625,10625,21,29,1,80,-10625,-10625,1778,3,2455,2443,2456,3,4,-1
"2296",1,3450,2657.79,2657.79,42,30,7,1,0,0,3076,4,296,282,296,4,2,-1
"2297",2,100,60,60,43,30,7,100,0,0,764,4,1523,1509,1523,4,17,-1
"2298",1,0,0,0,30,34,7,1,0,0,2359,4,296,282,296,4,2,-1
"2299",1,1000,0,0,11,34,7,806,0,0,210,4,324,310,324,4,17,-1
"2300",1,3520,0,0,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2301",1,136242,69090.16,69090.16,22,34,7,806,0,0,2664,4,2301,2289,2302,4,2,-1
"2302",1,23360.34,20831,20831,21,29,1,80,21574,21574,1491,3,2567,2555,2568,3,4,-1
"2303",1,0,0,0,1,29,6,10,9170,9170,1113,3,2959,2945,2960,3,10,-1
"2304",1,3393,2782,2782,23,30,8,1,0,0,915,4,2807,2794,2808,4,17,-1
"2305",1,157052.1,1,1,27,34,7,806,0,0,2175,4,2453,2441,2454,4,9,-1
"2306",-1,-5028.76,-5028.76,-5028.76,30,34,7,806,0,0,2813,4,1189,1175,1189,4,17,-1
"2307",1,3061,2397,2397,10,30,7,806,0,0,599,4,281,267,281,4,17,-1
"2308",1,7389,5596,5596,31,29,4,90,2564,2564,1268,3,3108,3095,3109,3,17,-1
"2309",1,0,0,0,21,29,1,80,0,0,1697,3,2444,2432,2445,3,17,-1
"2310",1,3590.29,3087.65,3087.65,26,34,7,806,0,0,3078,4,663,649,663,4,17,-1
"2311",1,11749,9987,9987,45,30,7,1,0,0,1731,4,1237,1223,1237,4,2,-1
"2312",1,3383,2625,2625,41,30,7,806,0,0,927,4,574,560,574,4,17,-1
"2313",1,2599,2037,2037,43,30,7,1,0,0,833,4,606,592,606,4,17,-1
"2314",1,9635,6776,6776,31,29,4,80,5854,5854,196,3,2738,2726,2739,3,17,-1
"2315",1,3489,2782,2782,31,29,1,80,1998,1998,917,3,2375,2363,2376,3,17,-1
"2316",1,50705,41137.71,41137.71,30,34,7,1,0,0,2560,4,36,22,36,4,17,-1
"2317",1,3868,3481,3481,15,30,7,806,0,0,495,4,509,495,509,4,17,-1
"2318",1,0,9876.48,9876.48,30,34,7,806,0,0,3078,4,432,418,432,4,17,-1
"2319",1,25.6,19.2,19.2,21,29,1,80,12.8,12.8,1367,3,2344,2332,2345,3,17,-1
"2320",1,0,0,0,26,34,7,806,0,0,2560,4,280,266,280,4,2,-1
"2321",1,13408.62,11665.5,11665.5,29,33,3,80,0,0,304,3,371,357,371,3,17,-1
"2322",1,0,0,0,1,29,6,80,4295,4295,568,3,16,2,16,3,10,-1
"2323",1,27400,24112,24112,30,34,7,806,0,0,2533,4,625,611,625,4,9,-1
"2324",1,600,0,0,19,30,7,1,0,0,1555,4,116,102,116,4,2,-1
"2325",1,0,0,0,31,29,8,80,0,0,939,3,2041,2028,2041,3,17,-1
"2326",1,2566,1925,1925,22,34,7,806,0,0,3078,4,560,546,560,4,2,-1
"2327",1,32,24,24,21,29,1,80,16,16,286,3,2648,2636,2649,3,4,-1
"2328",1,3489.4,2868,2868,31,29,8,80,1912,1912,917,3,2375,2363,2376,3,17,-1
"2329",1,17.94,6.71,6.71,7,30,7,100,0,0,262,4,2807,2794,2808,4,17,-1
"2330",1,32052,28148.07,28148.07,36,34,7,806,0,0,2533,4,1012,998,1012,4,9,-1
"2331",1,50150.6,42179.46,42179.46,30,34,7,1,0,0,2560,4,2339,2327,2340,4,2,-1
"2332",1,9454,8035,8035,19,30,7,806,0,0,1714,4,509,495,509,4,17,-1
"2333",1,0,0,0,22,34,7,1,0,0,2697,4,723,709,723,4,17,-1
"2334",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"2335",1,3529,3342,3342,1,28,1,26,-3342,-3342,529,2,3044,3031,3045,2,8,-1
"2336",1,625.62,557,557,1,28,1,26,-557,-557,1559,2,3021,3008,3022,2,8,-1
"2337",1,8,6,6,7,30,7,100,0,0,651,4,252,238,252,4,17,-1
"2338",1,3520,3016,3016,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2339",1,78980,69721.22,69721.22,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"2340",-1,-750,0,0,29,33,3,80,0,0,972,3,2608,2596,2609,3,17,-1
"2341",1,4439,3450,3450,10,30,7,1,0,0,1121,4,225,211,225,4,17,-1
"2342",1,2985,2759,2759,7,30,7,1,0,0,940,4,1182,1168,1182,4,17,-1
"2343",1,3800,3420,3420,43,30,8,1,0,0,1187,4,1182,1168,1182,4,17,-1
"2344",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"2345",1,3520,3041,3041,43,30,7,1,0,0,1185,4,614,600,614,4,17,-1
"2346",1,4631,3677,3677,7,30,7,1,0,0,1201,4,606,592,606,4,17,-1
"2347",1,144569,129080.16,129080.16,30,34,7,1,0,0,2560,4,1020,1006,1020,4,17,-1
"2348",1,54024,37845,37845,22,34,7,806,0,0,3078,4,300,286,300,4,17,-1
"2349",1,10849,8667,8667,7,30,7,806,0,0,500,4,650,636,650,4,17,-1
"2350",1,126,106.8,106.8,15,30,7,100,0,0,746,4,509,495,509,4,17,-1
"2351",1,83.2,69.6,69.6,1,28,1,26,46.4,46.4,1370,2,3015,3002,3016,2,8,-1
"2352",1,76314,67537.89,67537.89,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"2353",1,7390,6281.5,6281.5,29,29,7,80,0,0,2716,3,2045,2032,2045,3,17,-1
"2354",20,402.6,348,348,1,27,4,3,295.8,295.8,362,1,2709,2697,2710,1,17,-1
"2355",1,4608,0,0,7,30,7,806,0,0,862,4,489,475,489,4,17,-1
"2356",1,0,0,0,1,29,6,4,3390,3390,827,3,2751,2738,2752,3,10,-1
"2357",-1,-32400,-30466.01,-30466.01,29,33,3,80,0,0,1952,3,2840,2827,2841,3,3,-1
"2358",1,26895.39,21838.09,21838.09,30,34,7,806,0,0,2561,4,746,732,746,4,17,-1
"2359",1,0,0,0,1,29,6,80,5635,5635,1173,3,2751,2738,2752,3,10,-1
"2360",1,0,0,0,37,30,7,1,0,0,921,4,2405,2393,2406,4,10,-1
"2361",1,369,313.2,313.2,15,30,7,1,0,0,1392,4,509,495,509,4,17,-1
"2362",1,0,0,0,15,30,7,1,0,0,2961,4,650,636,650,4,17,-1
"2363",1,19429.8,17486.82,17486.82,29,29,7,80,-17486.82,-17486.82,1981,3,2209,2197,2210,3,17,-1
"2364",1,18305.85,16109.15,16109.15,42,30,7,1,0,0,2558,4,1421,1407,1421,4,2,-1
"2365",1,417,357,357,19,30,7,1,0,0,1708,4,1304,1290,1304,4,17,-1
"2366",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"2367",1,0,0,0,29,29,3,80,0,0,2596,3,2334,2322,2335,3,17,-1
"2368",1,4169,3439,3439,45,30,7,1,0,0,1797,4,1306,1292,1306,4,17,-1
"2369",10,201.3,174,174,1,27,4,3,147.9,147.9,362,1,2709,2697,2710,1,17,-1
"2370",1,612,547,547,15,30,7,806,0,0,2961,4,509,495,509,4,17,-1
"2371",1,3202.68,2500,2500,31,29,4,40,1606,1606,568,3,933,919,933,3,17,-1
"2372",1,2200,1347,1347,11,30,2,806,0,0,1401,4,324,310,324,4,17,-1
"2373",1,642,577,577,19,30,7,1,0,0,2597,4,509,495,509,4,17,-1
"2374",1,3520,2952,2952,7,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"2375",1,3729,3481,3481,1,28,1,26,-3481,-3481,530,2,2999,2986,3000,2,8,-1
"2376",1,9296,7284,7284,9,30,7,1,0,0,197,4,252,238,252,4,17,-1
"2377",1,110970,98485.88,98485.88,36,34,7,806,0,0,2533,4,1022,1008,1022,4,9,-1
"2378",1,12059,8934,8934,31,29,4,80,5766,5766,497,3,2738,2726,2739,3,17,-1
"2379",1,0,0,0,1,29,6,80,6355,6355,1184,3,2403,2391,2404,3,10,-1
"2380",1,2694.2,2095,2095,41,30,7,1,0,0,831,4,509,495,509,4,17,-1
"2381",1,453,278,278,19,30,2,806,0,0,2874,4,801,787,801,4,2,-1
"2382",1,1975,1480,1480,26,34,7,806,0,0,3078,4,327,313,327,4,2,-1
"2383",1,1448.02,1273.33,1273.33,42,30,7,1,0,0,3076,4,1727,1713,1727,4,2,-1
"2384",1,4512,0,0,11,30,7,806,0,0,184,4,324,310,324,4,17,-1
"2385",1,0,0,0,23,30,7,1,0,0,833,4,1313,1299,1313,4,17,-1
"2386",1,3419,2707,2707,7,30,2,806,0,0,955,4,252,238,252,4,17,-1
"2387",1,55.2,41.4,41.4,23,30,7,1,0,0,665,4,1320,1306,1320,4,17,-1
"2388",1,35000,19094.9,19094.9,30,34,7,806,0,0,3078,4,208,194,208,4,4,-1
"2389",1,47617,42588.11,42588.11,22,34,7,806,0,0,3078,4,2008,1995,2008,4,2,-1
"2390",1,5332,4127,4127,10,30,2,806,0,0,1317,4,225,211,225,4,17,-1
"2391",1,10830,9083,9083,19,30,2,806,0,0,1630,4,749,735,749,4,17,-1
"2392",1,3899.42,3431.49,3431.49,30,34,7,806,0,0,3078,4,385,371,385,4,17,-1
"2393",1,3659,2893,2893,41,30,7,1,0,0,949,4,1969,1958,1969,4,17,-1
"2394",1,43245,39352.95,39352.95,29,29,3,80,0,0,1148,3,2245,2233,2246,3,17,-1
"2395",-1,-2526.03,-2526.03,-2526.03,30,34,7,806,0,0,2818,4,976,962,976,4,2,-1
"2396",1,4.96,4.16,4.16,45,27,1,3,3.04,3.04,1704,1,1872,1860,1872,1,4,-1
"2397",-1,-68,-40.8,-40.8,2,27,2,3,-34.68,-34.68,662,1,2563,2551,2564,1,17,-1
"2398",1,0,0,0,22,34,7,1,0,0,3078,4,1416,1402,1416,4,17,-1
"2399",1,29860,25215.49,25215.49,36,34,7,806,0,0,2533,4,1009,995,1009,4,9,-1
"2400",1,3520,3016,3016,43,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"2401",1,0,0,0,26,34,7,806,0,0,2560,4,354,340,354,4,17,-1
"2402",1,4540,3594,3594,7,30,2,806,0,0,1203,4,252,238,252,4,17,-1
"2403",1,2425.5,2079,2079,34,29,1,80,1386,1386,828,3,2186,2174,2187,3,17,-1
"2404",1,5160,4113,4113,10,30,7,806,0,0,1317,4,281,267,281,4,17,-1
"2405",1,4502,4761,4761,11,30,2,806,0,0,1317,4,324,310,324,4,17,-1
"2406",1,134.8,124.8,124.8,1,27,4,3,106.08,106.08,1386,1,2865,2852,2866,1,17,-1
"2407",1,6612,5800,5800,22,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"2408",-1,-29521.64,-25039.57,-25039.57,42,34,7,1,0,0,2560,4,1603,1588,1603,4,17,-1
"2409",1,56522,48066.76,48066.76,30,34,7,806,0,0,2560,4,671,657,671,4,17,-1
"2410",1,2714,2087,2087,41,30,2,806,0,0,830,4,606,592,606,4,17,-1
"2411",1,32,24,24,21,29,1,80,16,16,1380,3,2153,2140,2154,3,17,-1
"2412",1,20984.44,17644.67,17644.67,42,30,7,1,0,0,2558,4,1277,1263,1277,4,2,-1
"2413",1,35300,30214,30214,29,33,3,80,0,0,311,3,2840,2827,2841,3,3,-1
"2414",1,3520,3041,3041,43,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2415",1,0,0,0,26,34,7,806,0,0,2560,4,2406,2394,2407,4,17,-1
"2416",8,150,120,120,7,30,7,100,0,0,1348,4,252,238,252,4,17,-1
"2417",1,1910,1565,1565,29,25,7,80,0,0,2574,3,2789,2776,2790,3,17,-1
"2418",-1,-9718.93,0,0,2,28,1,26,0,0,1569,2,2891,2877,2892,2,8,-1
"2419",1,107380,93966.4,93966.4,36,34,7,806,0,0,2533,4,1011,997,1011,4,9,-1
"2420",1,33,19.8,19.8,43,30,7,1,0,0,760,4,1320,1306,1320,4,17,-1
"2421",1,564.11,352.57,352.57,19,34,7,100,211.54,211.54,1887,4,1921,1910,1921,4,17,-1
"2422",-1,-6355,-3834.12,-3834.12,26,34,7,1,0,0,2560,4,1574,1560,1574,4,17,-1
"2423",1,33620,28919.92,28919.92,36,34,7,806,0,0,2533,4,1022,1008,1022,4,9,-1
"2424",1,8950,8234,8234,29,33,3,80,0,0,2316,3,2059,2046,2059,3,17,-1
"2425",1,0,0,0,30,34,7,806,0,0,3078,4,1981,1970,1981,4,2,-1
"2426",-1,-11991,-9380,-9380,22,34,7,806,0,0,3078,4,96,82,96,4,2,-1
"2427",1,16930,15237,15237,29,29,3,80,-15237,-15237,1974,3,2948,2934,2949,3,17,-1
"2428",1,387.96,258.64,258.64,32,33,3,4,206.91,206.91,1088,3,2646,2634,2647,3,17,-1
"2429",1,45,30,30,41,30,7,100,0,0,764,4,509,495,509,4,17,-1
"2430",1,625.62,557,557,1,28,1,26,-557,-557,1559,2,1875,1863,1875,2,8,-1
"2431",1,70938,64553.58,64553.58,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"2432",10,254.1,198,198,23,30,8,100,0,0,361,4,2807,2794,2808,4,17,-1
"2433",1,3520,3168,3168,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2434",1,2772,2079,2079,31,29,8,80,1386,1386,828,3,21,7,21,3,17,-1
"2435",1,38538.6,34299.71,34299.71,36,34,7,806,0,0,2533,4,1009,995,1009,4,9,-1
"2436",1,5160,3134,3134,43,30,7,1,0,0,1128,4,1745,1731,1745,4,6,-1
"2437",1,0,0,0,26,34,7,806,0,0,2560,4,948,934,948,4,17,-1
"2438",1,15500,13542,13542,29,33,3,80,0,0,1933,3,1472,1458,1472,3,17,-1
"2439",1,0,0,0,22,34,7,806,0,0,3078,4,2008,1995,2008,4,2,-1
"2440",1,4571,3621,3621,43,30,8,1,0,0,1201,4,665,651,665,4,17,-1
"2441",1,22958.55,20203.52,20203.52,30,34,7,1,0,0,3078,4,1365,1351,1365,4,2,-1
"2442",1,3343.08,2841.62,2841.62,30,34,7,806,0,0,3078,4,2229,2217,2230,4,17,-1
"2443",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"2444",1,4396.2,3503,3503,41,30,2,806,0,0,1176,4,789,775,789,4,17,-1
"2445",1,0,0,0,1,29,6,5,4780,4780,917,3,2959,2945,2960,3,10,-1
"2446",1,2679.05,2529.77,2529.77,30,34,7,1,0,0,3078,4,701,687,701,4,2,-1
"2447",1,23.75,15,15,1,28,2,26,10,10,1349,2,2964,2950,2965,2,8,-1
"2448",1,32235,27722.1,27722.1,29,29,7,80,0,0,994,3,2098,2085,2099,3,3,-1
"2449",1,3585,2868,2868,41,30,7,806,0,0,927,4,509,495,509,4,17,-1
"2450",1,12050,0,0,8,30,2,806,0,0,500,4,941,927,941,4,17,-1
"2451",1,0,0,0,30,34,7,806,0,0,2560,4,320,306,320,4,2,-1
"2452",1,2712,2079,2079,31,29,4,80,1386,1386,828,3,2303,2291,2304,3,17,-1
"2453",1,197,169.2,169.2,19,30,7,1,0,0,1754,4,1341,1327,1341,4,17,-1
"2454",1,690,550,550,36,34,7,806,0,0,3032,4,1022,1008,1022,4,9,-1
"2455",1,3163.15,2777.68,2777.68,42,34,7,1,0,0,3078,4,1693,1679,1693,4,2,-1
"2456",1,305,259.44,259.44,10,34,7,806,0,0,2528,4,1505,1491,1505,4,17,-1
"2457",-1,-1000,-1000,-1000,42,33,7,1,0,0,2820,3,1723,1709,1723,3,17,-1
"2458",1,0,0,0,29,29,7,80,0,0,2703,3,1444,1430,1444,3,17,-1
"2459",1,4169,3439,3439,45,30,7,1,0,0,1797,4,509,495,509,4,17,-1
"2460",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"2461",-1,-10397.67,0,0,2,29,1,80,0,0,1629,3,2428,2416,2429,3,4,-1
"2462",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3044,3031,3045,2,8,-1
"2463",-1,-3486,-2948.51,-2948.51,29,33,3,10,0,0,2616,3,3125,3113,3126,3,17,-1
"2464",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3026,3013,3027,2,8,-1
"2465",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"2466",1,0,0,0,29,29,7,80,0,0,2008,3,2431,2419,2432,3,17,-1
"2467",1,350000,302250,302250,39,34,7,806,0,0,3041,4,296,282,296,4,2,-1
"2468",1,889.82,827,827,1,28,1,26,-827,-827,2604,2,3044,3031,3045,2,8,-1
"2469",1,13238,12178.96,12178.96,29,29,7,80,0,0,1987,3,2948,2934,2949,3,17,-1
"2470",1,3520,3015,3015,7,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2471",1,113901.6,102511.71,102511.71,36,34,7,806,0,0,2533,4,59,45,59,4,9,-1
"2472",1,4602,3641,3641,7,30,7,806,0,0,1203,4,606,592,606,4,17,-1
"2473",1,3323.9,2670,2670,1,15,1,3,1780,1780,1061,1,2563,2551,2564,1,17,-1
"2474",1,15880,13950,13950,29,33,3,80,0,0,1990,3,2780,2767,2781,3,17,-1
"2475",1,61.2,40.8,40.8,41,30,7,100,0,0,768,4,509,495,509,4,17,-1
"2476",1,965.69,898,898,45,27,1,3,599,599,1441,1,1872,1860,1872,1,4,-1
"2477",1,4517.65,3840,3840,20,29,4,80,2560,2560,1513,3,2484,2472,2485,3,17,-1
"2478",1,18216,15322.95,15322.95,30,34,7,1,0,0,2560,4,1388,1374,1388,4,17,-1
"2479",1,94541.4,83196.43,83196.43,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"2480",1,79390,70244.27,70244.27,36,34,7,806,0,0,2533,4,1022,1008,1022,4,9,-1
"2481",2,204834,179708.18,179708.18,42,30,7,1,0,0,2558,4,775,761,775,4,2,-1
"2482",1,25,15,15,43,30,7,1,0,0,1351,4,1326,1312,1326,4,17,-1
"2483",6,29.04,25.14,25.14,23,30,1,100,0,0,213,4,2807,2794,2808,4,17,-1
"2484",1,0,0,0,1,29,6,80,10270,10270,1256,3,1991,1978,1991,3,10,-1
"2485",1,0,0,0,1,30,6,806,0,0,830,4,17,3,17,4,10,-1
"2486",1,360,0,0,43,6,2,1,0,0,2282,4,252,238,252,4,17,-1
"2487",1,4888,3666,3666,31,29,8,80,2444,2444,1200,3,21,7,21,3,17,-1
"2488",1,0,0,0,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2489",1,99,59.4,59.4,1,27,2,3,50.49,50.49,769,1,1962,1951,1962,1,4,-1
"2490",1,4784,3480,3480,43,30,7,1,0,0,1191,4,1331,1317,1331,4,17,-1
"2491",2,119.96,71.98,71.98,31,29,4,4,47.98,47.98,463,3,191,177,191,3,17,-1
"2492",1,0,0,0,30,34,7,806,0,0,2560,4,535,521,535,4,17,-1
"2493",1,3590,3115,3115,6,30,7,1,0,0,1128,4,614,600,614,4,17,-1
"2494",1,514,477,477,21,29,1,80,318,318,2959,3,325,311,325,3,4,-1
"2495",1,0,0,0,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2496",1,53.2,33.6,33.6,1,28,2,26,22.4,22.4,393,2,2964,2950,2965,2,8,-1
"2497",1,39410,30545,30545,30,34,7,806,0,0,2560,4,201,187,201,4,17,-1
"2498",1,11186.95,9840,9840,30,34,7,806,0,0,3078,4,658,644,658,4,17,-1
"2499",1,3520,3041,3041,43,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2500",-1,-11462,-11462,-11462,24,34,8,806,0,0,2775,4,225,211,225,4,17,-1
"2501",1,10300,8728,8728,26,34,7,806,0,0,2560,4,280,266,280,4,2,-1
"2502",1,0,0,0,42,30,7,1,0,0,2558,4,1691,1677,1691,4,6,-1
"2503",1,59,35.4,35.4,32,29,4,4,23.6,23.6,394,3,2646,2634,2647,3,17,-1
"2504",1,0,0,0,30,34,7,806,0,0,2108,4,368,354,368,4,17,-1
"2505",1,3450,2991,2991,1,15,7,3,3364,3364,1229,1,2709,2697,2710,1,17,-1
"2506",1,5649,4406,4406,10,30,2,806,0,0,184,4,1505,1491,1505,4,17,-1
"2507",1,98.8,69.6,69.6,1,28,2,26,46.4,46.4,1370,2,2910,2896,2911,2,8,-1
"2508",1,0,0,0,1,28,6,26,0,0,929,2,1,2391,1,2,10,-1
"2509",1,3520,3168,3168,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2510",1,0,0,0,21,29,1,80,0,0,1540,3,325,311,325,3,4,-1
"2511",1,3255.1,2368,2368,31,29,8,80,1567,1567,618,3,2681,2669,2682,3,17,-1
"2512",1,84394,74258.28,74258.28,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"2513",1,91474.72,78398.6,78398.6,26,30,7,1,0,0,2558,4,296,282,296,4,2,-1
"2514",2,312.62,243.6,243.6,23,30,8,100,0,0,1400,4,2807,2794,2808,4,17,-1
"2515",-1,-3866,0,0,24,30,7,1,0,0,570,4,1847,1834,1847,4,6,-1
"2516",2,15.9,13.62,13.62,23,30,1,100,0,0,298,4,2807,2794,2808,4,17,-1
"2517",1,0,0,0,29,29,7,80,0,0,2627,3,2352,2340,2353,3,17,-1
"2518",-1,-27884.97,-23702.22,-23702.22,42,34,7,1,0,0,2560,4,301,287,301,4,17,-1
"2519",1,70,52.5,52.5,45,30,7,1,0,0,1413,4,650,636,650,4,17,-1
"2520",1,513,477,477,45,30,7,1,458,458,1555,4,1921,1910,1921,4,17,-1
"2521",1,17975,15775,15775,29,33,3,80,0,0,1136,3,2094,2081,2095,3,17,-1
"2522",1,197,169.2,169.2,15,30,7,1,0,0,1754,4,1285,1271,1285,4,17,-1
"2523",1,1119.26,986,986,22,34,7,806,0,0,3078,4,2827,2814,2828,4,17,-1
"2524",1,22150,19492,19492,29,29,3,80,0,0,996,3,2519,2507,2520,3,17,-1
"2525",1,17663,15896.7,15896.7,29,29,3,80,0,0,592,3,2948,2934,2949,3,17,-1
"2526",1,19757.45,15848.75,15848.75,26,34,7,806,0,0,2560,4,443,429,443,4,17,-1
"2527",1,0,0,0,30,34,7,806,0,0,2560,4,582,568,582,4,17,-1
"2528",1,189,161.4,161.4,15,30,7,1,0,0,1771,4,1080,1066,1080,4,17,-1
"2529",-1,-9394,0,0,2,29,4,80,-11695,-11695,140,3,2922,2908,2923,3,17,-1
"2530",1,4875,3369.1,3369.1,29,33,3,80,0,0,2572,3,1049,1035,1049,3,17,-1
"2531",1,250642.2,220565,220565,36,34,7,806,0,0,2533,4,1009,995,1009,4,9,-1
"2532",-1,-25320,0,0,24,5,7,806,0,0,2413,4,281,267,281,4,17,-2099253715
"2533",1,142940,121980.06,121980.06,30,34,7,806,0,0,2560,4,2828,2815,2829,4,17,-1
"2534",-1,-50000,0,0,30,34,7,806,0,0,2161,4,142,128,142,4,2,-1
"2535",1,103.17,68.8,68.8,31,29,1,80,45.83,45.83,37,3,2681,2669,2682,3,17,-1
"2536",1,3450,2981,2981,7,30,7,806,0,0,1188,4,174,160,174,4,17,-1
"2537",1,28648.5,23329.91,23329.91,26,34,7,1,0,0,2560,4,1459,1445,1459,4,2,-1
"2538",1,3551,2610,2610,26,34,7,806,0,0,3078,4,391,377,391,4,17,-1
"2539",1,167985,147826.8,147826.8,29,29,7,80,-147826.8,-147826.8,2046,3,2245,2233,2246,3,17,-1
"2540",1,2995.08,2652.96,2652.96,42,34,7,1,0,0,3078,4,582,568,582,4,17,-1
"2541",1,3520,0,0,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2542",1,0,0,0,30,34,7,806,0,0,2170,4,940,926,940,4,17,-1
"2543",1,7998.66,6008,6008,23,30,7,1,0,0,1209,4,650,636,650,4,17,-1
"2544",-1,-6382.7,-5616.78,-5616.78,30,34,7,806,0,0,3078,4,425,411,425,4,2,-1
"2545",1,56005.48,47605,47605,29,33,3,80,0,0,312,3,2231,2219,2232,3,17,-1
"2546",1,188,161.4,161.4,45,30,7,1,0,0,1771,4,650,636,650,4,17,-1
"2547",1,3520,3015,3015,6,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"2548",-1,-2800,-2411,-2411,26,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"2549",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"2550",1,3824,2868,2868,31,29,4,80,1912,1912,917,3,2855,2842,2856,3,4,-1
"2551",1,80,48,48,32,30,7,1,0,0,667,4,1453,1439,1453,4,17,-1
"2552",1,29.7,19.8,19.8,41,30,7,100,0,0,760,4,509,495,509,4,17,-1
"2553",1,3520,3015,3015,6,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2554",1,3592.5,2874,2874,31,29,8,80,1596,1596,939,3,2041,2028,2041,3,17,-1
"2555",-1,-8554.02,0,0,2,28,1,26,0,0,1734,2,3035,3022,3036,2,8,-1
"2556",1,3079.98,2618,2618,29,33,3,80,0,0,2767,3,3125,3113,3126,3,17,-1
"2557",1,530,477,477,15,30,7,806,0,0,2961,4,650,636,650,4,17,-1
"2558",1,0,0,0,29,29,3,80,0,0,2694,3,1115,1101,1115,3,3,-1
"2559",1,0,0,0,30,34,7,806,0,0,2560,4,284,270,284,4,2,-1
"2560",-1,-19420.94,-16507.67,-16507.67,26,34,7,806,0,0,2166,4,1971,1960,1971,4,17,-1
"2561",1,625.62,557,557,1,28,1,26,-557,-557,1559,2,2987,2974,2988,2,8,-1
"2562",1,0,0,0,7,30,2,806,0,0,142,4,252,238,252,4,17,-1
"2563",1,0,0,0,30,34,7,806,0,0,2560,4,230,216,230,4,2,-1
"2564",1,0,0,0,26,34,7,806,0,0,2560,4,273,259,273,4,2,-1
"2565",1,3520,3015,3015,6,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"2566",1,3529.03,3282,3282,21,29,1,80,-3282,-3282,1544,3,2401,2389,2402,3,17,-1
"2567",1,4026,3153,3153,7,30,7,806,0,0,812,4,281,267,281,4,17,-1
"2568",1,25.6,19.2,19.2,21,29,1,80,12.8,12.8,1380,3,2845,2832,2846,3,13,-1
"2569",1,0,0,0,1,29,6,80,8710,8710,143,3,2403,2391,2404,3,10,-1
"2570",1,346.47,61.8,61.8,8,34,7,806,0,0,2525,4,471,457,471,4,17,-1
"2571",2,16,12,12,23,30,7,100,0,0,651,4,252,238,252,4,17,-1
"2572",1,2951,2361,2361,1,28,2,26,-2361,-2361,622,2,3052,3039,3053,2,14,-1
"2573",1,44.8,35.4,35.4,43,30,7,1,0,0,395,4,1332,1318,1332,4,17,-1
"2574",1,43416,36117.77,36117.77,36,34,7,806,0,0,2533,4,1030,1016,1030,4,9,-1
"2575",1,59,35.4,35.4,23,30,7,100,0,0,395,4,1313,1299,1313,4,17,-1
"2576",-1,-27156,-10575,-10575,22,34,7,806,0,0,3078,4,363,349,363,4,17,-1
"2577",-1,-4365.4,0,0,2,28,1,26,0,0,1192,2,3004,2991,3005,2,8,-1
