,ï..creation_date,line_number,quantity,org_id,ITEM_KEY,invoice_date,Line.Net.Sales...Local,Line.Net.Sales,map_transactional,line_total_cost_functional,line_total_cost_corp,Line.Prime.Cost...Local,Line.Prime.Cost,corp_exch,map_corp_exch,functionalcurr,Line.Gross.Sales...Local,Line.Gross.Sales,Line.Total.Discount...Local,Line.Total.Discount,transactionalcurrency,standardpricelistcurr,dsn,CUSTOMER_KEY,service_type,invoice_number,ORDER_NUMBER,ORDER_TYPE_ID,SourceTable,ORDER_STATUS,Serial_Number,EM_KEY,Operational_Revenue,Operational_Revenue_Corp,Operational_Prime_Cost,Operational_Prime_Cost_corp,Operational_standard_cost,Operational_standard_cost_Corp,BMS.Project.Number,BMS.Order.Type.Code,Item.Number,Item.Description,User.Item.Type,BRAND_FRANCHISE_PRODUCT,ECC,ECC.Engine.Model,ECC.Engine.Range,SEGMENT_TYPE,Print.Part.Number,Long.Part.Number,Filtration.Prod.Class,Filtration.Prod.Group,Filtration.Prod.Family,PVC.Code,ECC.Code.Major,ECC.Code.Minor,SPC.Code.Major,SPC.Code.Interm,SPC.Code.Minor,Brand.Major,Brand.Minor,WPT.Major,WPT.Minor,VENDOR_ITEM.,PRICE_GROUP,Displacement.Liters,CUSTOMER_NAME,CUSTOMER_NUMBER,CUSTOMER_TYPE,POSTAL_CODE,STATE,COUNTRY,INTERNAL_CUSTOMER_FLAG,BMS.Receivable.Type.Code
25623,1,1,1,70,1484,58,0.0,0.0,4750.0,0.0,0.0,0.0,0.0,1.0,1.0,2,4750.0,4750.0,4750.0,4750.0,2,2,8,3272,2,34030,1005348,8,2,2,2297.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,836,573,1411,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,1084,3223,16,583,57,3,2,16
6546,1,7,1,39,2698,12,3104.23,3104.23,4527.0,2716.0,2716.0,2716.0,2716.0,1.0,1.0,2,4527.0,4527.0,1811.0,1811.0,2,2,5,593,2,94999,362947,122,2,2,5792.0,-1,3104.23,3104.23,2716.0,2716.0,2716.0,2716.0,13595,1,1484,1220,1136,26,18,4,2,1,647,648,10,7,5,17,3,1,2,2,2,3,2,4,5,525,16,1,860,560,5,860,24,3,1,5
25226,1,6,-1,216,1715,71,-202311.0,-152699.0716,315.68,0.0,0.0,0.0,0.0,0.754773945,0.754773945,1,0.0,0.0,0.0,0.0,1,1,15,4752,2,39877,17686,29,2,2,4241.5,-1,-202311.0,-152699.0716,0.0,0.0,0.0,0.0,57765,1,997,694,382,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3444,4699,6,2053,6,1,1,6
22830,1,1,1,27,4628,71,2457.0,2457.0,315.68,2211.18,2211.18,2211.18,2211.18,1.0,1.0,2,2211.18,2211.18,0.0,0.0,2,2,4,2801,2,7203,350211,69,2,2,4241.5,-1,2457.0,2457.0,2211.18,2211.18,2211.18,2211.18,26,1,2548,2326,1458,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1034,2759,3,690,57,3,1,3
24559,1,1,1,116,2999,58,7507.0,7507.0,10695.0,6224.0,6224.0,6224.0,6224.0,1.0,1.0,2,10695.0,10695.0,4471.0,4471.0,2,2,11,1920,2,22,305787,88,2,2,3109.0,-1,7507.0,7507.0,6417.0,6417.0,6417.0,6417.0,13595,1,1573,1458,1336,26,1,4,2,1,721,722,10,7,5,17,1,1,11,15,14,3,2,4,5,595,16,1,724,1877,5,1823,17,3,1,5
23877,1,1,1,151,1329,73,2467.77,2467.77,315.68,2079.0,2079.0,2079.0,2079.0,1.0,1.0,2,2079.0,2079.0,0.0,0.0,2,2,12,4294,2,8522,144408,89,2,2,7392.0,-1,2467.77,2467.77,0.0,0.0,0.0,0.0,13595,1,730,508,935,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3954,4240,6,118,28,3,1,6
12526,1,12,1,27,168,42,27.0,27.0,34.62,20.77,20.77,20.77,20.77,1.0,1.0,2,34.62,34.62,13.85,13.85,2,2,4,627,2,6023,348995,82,2,2,4241.5,-1,27.0,27.0,20.77,20.77,20.77,20.77,13595,1,81,360,1503,20,30,4,2,1,275,274,10,7,5,13,14,10,2,2,2,3,2,4,7,406,22,11,2906,594,5,1932,57,3,1,5
20997,1,1,1,27,4100,71,85.0,85.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,4,191,1,7182,349805,82,1,1,4241.5,-1,85.0,85.0,0.0,0.0,0.0,0.0,13595,1,2175,1488,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3003,161,6,1129,57,3,1,6
28087,1,3,1,206,2220,62,0.0,0.0,10283.8,0.0,0.0,0.0,0.0,1.0,1.0,2,10283.8,10283.8,10283.8,10283.8,2,2,14,1141,2,31007,229532,78,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,534,1,1310,2959,1210,26,18,4,2,1,491,492,10,7,5,15,3,1,11,15,14,3,2,4,5,377,22,1,891,1105,27,1768,50,3,1,27
8887,1,1,1,83,1462,18,3405.0,3405.0,4540.0,2615.0,2615.0,2615.0,2615.0,1.0,1.0,2,4540.0,4540.0,1925.0,1925.0,2,2,8,3920,2,22815,1105443,8,2,2,4505.0,-1,3405.0,3405.0,2615.0,2615.0,2615.0,2615.0,13595,1,820,1876,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,269,6,1,3380,3868,27,1216,5,3,1,27
18225,1,3,1,83,734,45,48.02,48.02,63.01,35.4,35.4,35.4,35.4,1.0,1.0,2,63.01,63.01,27.61,27.61,2,2,8,3807,2,23813,1106061,8,2,2,4241.5,-1,48.02,48.02,35.4,35.4,35.4,35.4,13595,1,398,2933,1363,26,18,4,2,1,99,98,10,7,5,15,3,1,14,2,2,3,2,4,5,92,22,1,561,3755,21,1023,5,3,1,21
20758,1,1,1,162,3797,56,19150.0,19150.0,0.0,17117.0,17117.0,17117.0,17117.0,1.0,1.0,2,0.0,0.0,-17117.0,-17117.0,2,2,12,1445,2,5647,2087219,129,2,2,7542.0,-1,19150.0,19150.0,0.0,0.0,0.0,0.0,13595,1,1948,819,1134,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,1337,1407,5,668,48,3,1,5
28256,1,1,1,83,5352,71,-1777.78,-1777.78,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,8,3869,1,29417,1087332,73,1,1,4241.5,-1,-1777.78,-1777.78,0.0,0.0,0.0,0.0,13595,1,2974,2895,1837,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2043,3817,27,1515,5,3,1,27
9751,1,2,-1,213,3878,19,0.0,0.0,315.68,-3146.59,-2429.23647,-3146.59,-2429.23647,0.772021925,0.772021925,1,-3146.59,-2429.23647,0.0,0.0,1,1,15,3086,2,89357,222210,55,2,2,4241.5,-1,0.0,0.0,-3146.59,-2429.23647,-3146.59,-2429.23647,49476,1,2014,1507,943,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1937,3039,6,1792,55,1,1,6
5186,1,1,1,26,4628,8,4535.0,4535.0,315.68,3579.37,3579.37,3579.37,3579.37,1.0,1.0,2,3579.37,3579.37,0.0,0.0,2,2,4,1235,2,518,183128,69,2,2,4241.5,-1,4535.0,4535.0,3579.37,3579.37,3579.37,3579.37,337,1,2548,2326,1458,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3236,1199,3,35,57,3,1,3
7248,1,9,0,70,1690,16,0.0,0.0,6450.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,8,3478,2,22634,996146,8,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,982,679,1411,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3794,3430,21,609,8,3,1,21
15250,1,4,1,100,2687,49,4930.0,3721.03555,315.68,3907.0,2948.901804,3907.0,2948.901804,0.754773945,0.754773945,1,3907.0,2948.901804,0.0,0.0,1,1,10,1125,2,35519,73854,127,2,2,850.0,-1,4930.0,3721.03555,3907.0,2948.901804,3907.0,2948.901804,13595,1,1483,1235,1336,26,18,4,2,1,646,647,10,7,5,17,3,1,2,2,2,3,2,4,5,524,6,1,2437,1090,5,2054,45,1,1,5
28341,1,2,1,151,2320,71,599.0,599.0,1092.0,556.92,556.92,556.92,556.92,1.0,1.0,2,1092.0,1092.0,535.08,535.08,2,2,12,4404,2,7049,138105,129,2,2,2561.0,-1,599.0,599.0,556.92,556.92,556.92,556.92,13595,1,1341,2627,1871,26,18,4,2,1,520,521,10,7,5,17,3,1,11,15,14,3,2,4,5,406,16,1,3120,4352,5,591,14,3,1,5
6149,1,2,1,12,2292,12,513.0,513.0,935.0,477.0,477.0,477.0,477.0,1.0,1.0,2,935.0,935.0,458.0,458.0,2,2,2,400,2,11710,9968,119,2,2,1672.0,-1,513.0,513.0,476.85,476.85,476.85,476.85,13595,1,1339,2626,1136,26,18,4,2,1,518,519,10,7,5,17,3,1,2,2,2,3,2,4,5,404,16,1,442,372,5,1226,11,3,1,5
19573,1,1,0,151,4620,57,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,12,341,2,7537,140114,76,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,2476,1,2545,2991,1871,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,2574,313,6,1451,34,3,1,6
10051,1,4,-1,71,1870,46,-7740.0,-7740.0,315.68,-6032.0,-6032.0,-6032.0,-6032.0,1.0,1.0,2,-6032.0,-6032.0,0.0,0.0,2,2,8,4036,2,23574,186095,73,2,2,4241.5,-1,-7740.0,-7740.0,-6032.0,-6032.0,-6032.0,-6032.0,68808,1,1111,788,425,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1540,3984,7,709,8,3,1,7
20131,1,1,1,151,4032,69,1855.0,1855.0,315.68,1150.0,1150.0,1150.0,1150.0,1.0,1.0,2,1150.0,1150.0,0.0,0.0,2,2,12,2357,2,8326,142055,76,2,2,4241.5,-1,1855.0,1855.0,1150.0,1150.0,1150.0,1150.0,11090,1,2129,1677,1043,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3494,2314,6,1885,27,3,1,6
15342,1,1,1,12,4753,39,10274.9,10274.9,315.68,9061.5,9061.5,9061.5,9061.5,1.0,1.0,2,9061.5,9061.5,0.0,0.0,2,2,2,2943,2,12365,9701,67,2,2,4241.5,-1,10274.9,10274.9,9061.5,9061.5,9061.5,9061.5,56624,1,2605,2380,1505,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2106,2898,27,930,11,3,1,27
7056,1,3,1,10,1042,16,2361.0,2361.0,3935.0,2361.0,2361.0,2361.0,2361.0,1.0,1.0,2,3935.0,3935.0,1574.0,1574.0,2,2,2,16,2,49369,1283409,2,2,2,4241.5,-1,2361.0,2361.0,2361.0,2361.0,2361.0,2361.0,13595,1,596,2155,1362,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,258,6,1,1043,2811,16,1342,56,3,2,16
14318,1,1,1,162,2803,47,8912.0,8912.0,12630.0,7578.0,7578.0,7578.0,7578.0,1.0,1.0,2,12630.0,12630.0,5052.0,5052.0,2,2,12,1435,2,3759,2093447,89,2,2,3642.0,-1,8912.0,8912.0,7578.0,7578.0,7578.0,7578.0,13595,1,1516,167,1336,26,18,4,2,1,670,671,10,7,5,17,3,1,11,15,14,3,2,4,5,548,16,1,3590,1397,3,2225,32,3,1,3
15421,1,1,1,148,1329,35,2599.0,2599.0,315.68,-67.0,-67.0,-67.0,-67.0,1.0,1.0,2,-67.0,-67.0,0.0,0.0,2,2,12,752,2,7374,2414355,89,2,2,3166.0,-1,2599.0,2599.0,-67.0,-67.0,-67.0,-67.0,13595,1,730,508,935,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3214,719,6,194,20,3,1,6
11833,1,12,1,27,647,40,6.51,6.51,315.68,4.8,4.8,4.8,4.8,1.0,1.0,2,4.8,4.8,0.0,0.0,2,2,4,2903,2,5702,348915,82,2,2,4241.5,-1,6.51,6.51,4.8,4.8,4.8,4.8,13595,1,376,1927,1363,26,18,4,2,1,74,73,10,7,5,15,3,1,14,2,2,3,2,4,5,72,22,1,2830,2858,6,496,57,3,1,6
3515,1,1,1,213,1737,4,12792.65,9876.206284,315.68,0.0,0.0,0.0,0.0,0.772021925,0.772021925,1,0.0,0.0,0.0,0.0,1,1,15,2314,2,88713,221624,29,2,2,4241.5,-1,12792.65,9876.206284,0.0,0.0,0.0,0.0,59076,1,1013,718,397,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,4040,2270,27,1474,55,1,1,27
2510,1,1,1,216,886,25,46836.0,36158.4189,315.68,40421.0,31205.89825,40421.0,31205.89825,0.772021925,0.772021925,1,40421.0,31205.89825,0.0,0.0,1,1,15,4782,2,39291,17366,55,2,2,4241.5,-1,46836.0,36158.4189,40421.0,31205.89825,40421.0,31205.89825,53156,1,495,300,183,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2045,4729,6,1958,6,1,1,6
8635,1,1,-1,70,5341,18,-1395.35,-1395.35,315.68,-1200.0,-1200.0,-1200.0,-1200.0,1.0,1.0,2,-1200.0,-1200.0,0.0,0.0,2,2,8,3944,2,23286,996921,73,2,2,4241.5,-1,-1395.35,-1395.35,-1200.0,-1200.0,-1200.0,-1200.0,69212,1,2970,2890,1833,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2664,3892,27,240,8,3,1,27
23021,1,1,1,148,92,68,17.83,17.83,22.28,13.37,13.37,13.37,13.37,1.0,1.0,2,22.28,22.28,8.91,8.91,2,2,12,795,2,13778,2420619,89,2,2,4241.5,-1,17.83,17.83,13.37,13.37,13.37,13.37,13595,1,50,1688,1503,26,30,4,2,1,164,163,10,7,5,13,14,10,2,2,2,3,2,4,7,406,22,11,1179,762,6,297,20,3,1,6
26826,1,1,1,83,5341,71,1363.64,1363.64,315.68,1200.0,1200.0,1200.0,1200.0,1.0,1.0,2,1200.0,1200.0,0.0,0.0,2,2,8,3800,2,29424,1084401,73,2,2,4241.5,-1,1363.64,1363.64,1200.0,1200.0,1200.0,1200.0,69097,1,2970,2890,1833,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,4264,3748,27,1985,5,3,1,27
24524,1,2,1,66,4000,77,0.0,0.0,20979.0,14800.0,14800.0,14800.0,14800.0,1.0,1.0,2,20979.0,20979.0,6179.0,6179.0,2,2,7,1866,2,54485,36594,7,2,2,104.0,-1976078313,0.0,0.0,14800.0,14800.0,14800.0,14800.0,13595,1,2101,1661,1020,7,31,3,2,1,744,748,10,7,5,9,18,1,10,7,11,2,3,2,2,617,8,3,1038,1824,16,334,32,3,2,16
8856,1,2,1,23,871,18,3050.55,3050.55,315.68,2643.0,2643.0,2643.0,2643.0,1.0,1.0,2,2643.0,2643.0,0.0,0.0,2,2,3,3367,2,75982,168692,68,2,2,4241.5,-1,3050.55,3050.55,2643.0,2643.0,2643.0,2643.0,231949,1,492,295,180,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1995,3319,27,2222,48,3,1,27
28855,1,1,1,163,3962,78,-715.5,-715.5,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,12,2247,1,2042,170759,76,1,1,4241.5,-1,-715.5,-715.5,0.0,0.0,0.0,0.0,13595,1,2071,1540,1845,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1918,2203,6,648,48,3,1,6
17929,1,1,1,75,2700,41,2716.2,2716.2,4527.0,2716.0,2716.0,2716.0,2716.0,1.0,1.0,2,4527.0,4527.0,1811.0,1811.0,2,2,8,1513,2,4989,881100,8,2,2,2119.0,-1,2716.2,2716.2,2716.0,2716.0,2716.0,2716.0,13595,1,1484,1220,1136,26,18,4,2,1,647,648,10,7,5,17,3,1,2,2,2,3,2,4,5,525,16,1,1070,1475,15,1342,56,3,2,15
4636,1,3,1,148,749,7,9480.0,9480.0,0.0,7070.0,7070.0,7070.0,7070.0,1.0,1.0,2,0.0,0.0,-7070.0,-7070.0,2,2,12,687,2,5497,2412481,89,2,2,2137.0,-1,9480.0,9480.0,7728.0,7728.0,7728.0,7728.0,13595,1,403,225,936,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,1535,654,20,881,20,3,1,20
22390,1,2,1,160,2299,65,513.0,513.0,935.0,477.0,477.0,477.0,477.0,1.0,1.0,2,935.0,935.0,458.0,458.0,2,2,12,1907,2,2056,315998,129,2,2,890.0,-1,513.0,513.0,477.0,477.0,477.0,477.0,13595,1,1339,2626,936,26,18,4,2,1,518,519,10,7,5,17,3,1,2,2,2,3,2,4,5,404,16,1,938,1863,5,1446,9,3,1,5
19560,1,6,1,151,1775,55,3800.0,3800.0,315.68,3420.0,3420.0,3420.0,3420.0,1.0,1.0,2,3420.0,3420.0,0.0,0.0,2,2,12,3739,2,7330,133770,89,2,2,6731.0,-1,3800.0,3800.0,0.0,0.0,0.0,0.0,13595,1,1043,738,935,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3786,3687,6,1774,16,3,1,6
3870,1,7,1,70,2669,5,192.07,192.07,279.22,161.4,161.4,161.4,161.4,1.0,1.0,2,279.22,279.22,117.82,117.82,2,2,8,4742,2,20298,990714,8,2,2,4241.5,-1,192.07,192.07,161.4,161.4,161.4,161.4,13595,1,1481,2099,1363,26,16,4,2,1,644,645,10,7,5,14,6,1,11,15,14,3,2,4,5,523,22,1,3769,4689,27,354,65,3,1,27
20081,1,110,1,206,5202,55,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,14,3827,2,30738,229068,78,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,509,1,2876,2725,1743,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3354,3775,27,125,50,3,1,27
7384,1,1,1,47,5348,16,2952.08,2952.08,315.68,1686.0,1686.0,1686.0,1686.0,1.0,1.0,2,1686.0,1686.0,0.0,0.0,2,2,6,1711,2,70106,20457,71,2,2,4241.5,-1,2952.08,2952.08,1686.0,1686.0,1686.0,1686.0,14896,1,2973,2894,1836,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1554,1671,4,1966,7,3,1,4
8047,1,5,1,33,4034,17,909.0,909.0,0.0,800.0,800.0,800.0,800.0,1.0,1.0,2,0.0,0.0,-800.0,-800.0,2,2,4,2993,2,1574,352186,4,2,2,9.0,-1,909.0,909.0,800.0,800.0,800.0,800.0,13595,1,2131,1970,1508,19,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,1113,2947,5,1821,57,3,1,5
9527,1,1,1,98,4973,19,-35284.77,-27240.61607,315.68,790.0,776.4,790.0,776.4,0.772021925,0.772021925,1,294.76,292.72,0.0,0.0,1,1,10,328,1,63059,165794,64,1,1,4241.5,-1,-35284.77,-27240.61607,0.0,0.0,0.0,0.0,13595,1,2702,1583,1346,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1453,300,6,1631,51,1,1,6
6864,1,1,1,146,2320,15,599.0,599.0,1092.0,557.0,557.0,557.0,557.0,1.0,1.0,2,1092.0,1092.0,535.0,535.0,2,2,12,707,2,2011,179142,129,2,2,913.0,-1,599.0,599.0,556.92,556.92,556.92,556.92,13595,1,1341,2627,1871,26,18,4,2,1,520,521,10,7,5,17,3,1,11,15,14,3,2,4,5,406,16,1,2938,674,6,457,20,3,1,6
26867,1,1,1,135,4107,56,265.0,265.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,12,2627,1,70674,20765,89,1,1,4241.5,-1,265.0,265.0,0.0,0.0,0.0,0.0,13595,1,2175,1488,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2922,2585,20,1550,7,3,1,20
24201,1,4,1,178,2994,66,4324.0,4324.0,7652.22,4021.0,4021.0,4021.0,4021.0,1.0,1.0,2,7652.22,7652.22,3631.22,3631.22,2,2,12,2150,2,3677,261932,89,2,2,6171.0,-1,4324.0,4324.0,4299.0,4299.0,4299.0,4299.0,13595,1,1571,419,1336,26,1,4,2,1,719,720,10,7,5,17,1,1,11,15,14,3,2,4,5,406,6,1,119,2107,5,928,43,3,1,5
26751,1,1,1,165,2808,62,10901.0,10901.0,12365.0,7419.0,7419.0,7419.0,7419.0,1.0,1.0,2,12365.0,12365.0,4946.0,4946.0,2,2,12,2269,2,66145,39739,89,2,2,7221.0,-1,10901.0,10901.0,7419.0,7419.0,7419.0,7419.0,13595,1,1517,138,1336,26,18,4,2,1,671,672,10,7,5,17,3,1,11,15,14,3,2,4,5,549,16,1,233,2225,6,2198,59,3,1,6
17863,1,1,1,81,5352,31,2067.99,2067.99,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,8,3096,1,29784,490241,73,1,1,4241.5,-1,2067.99,2067.99,0.0,0.0,0.0,0.0,13595,1,2974,2895,1837,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2015,3049,26,513,8,3,1,26
9925,1,1,1,151,1757,19,4212.0,4212.0,315.68,2558.0,2558.0,2558.0,2558.0,1.0,1.0,2,2558.0,2558.0,0.0,0.0,2,2,12,2644,2,5019,141022,89,2,2,8205.0,-1,4212.0,4212.0,2558.0,2558.0,2558.0,2558.0,13595,1,1030,745,935,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,2806,2602,6,262,27,3,1,6
11929,1,3,0,112,3846,31,0.0,0.0,25145.94,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,11,236,2,73895,19847,88,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,1987,1445,1209,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3013,206,27,2051,17,3,1,27
28565,1,1,1,27,4100,58,85.0,85.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,4,2327,1,8809,351298,82,1,1,4241.5,-1,85.0,85.0,0.0,0.0,0.0,0.0,13595,1,2175,1488,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1196,2284,5,897,57,3,1,5
28372,1,7,1,83,1330,56,2376.0,2376.0,3390.0,1871.0,1871.0,1871.0,1871.0,1.0,1.0,2,3390.0,3390.0,1519.0,1519.0,2,2,8,3807,2,31185,1111082,8,2,2,6657.0,-1,2376.0,2376.0,2034.0,2034.0,2034.0,2034.0,13595,1,731,507,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,561,3755,21,1023,5,3,1,21
1669,1,5,1,70,2630,23,98.91,98.91,132.38,74.37,74.37,74.37,74.37,1.0,1.0,2,132.38,132.38,58.01,58.01,2,2,8,2515,2,18308,992504,8,2,2,4241.5,-1,98.91,98.91,74.37,74.37,74.37,74.37,13595,1,1467,2101,1210,26,18,4,2,1,633,634,10,7,5,15,3,1,11,15,14,3,2,4,5,512,22,1,901,2473,21,416,8,3,1,21
10362,1,2,1,68,5435,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,7,275,2,8900,1992,7,2,2,8527.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,3027,3024,1502,27,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,1614,246,27,1385,59,3,1,27
15140,1,1,1,192,4108,28,299.91,299.91,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,13,568,1,9670,929377,130,1,1,4241.5,-1,299.91,299.91,0.0,0.0,0.0,0.0,13595,1,2175,1745,1080,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3316,536,27,1212,62,3,1,27
10424,1,1,-1,47,457,35,-29190.0,-29190.0,315.68,-23935.8,-23935.8,-23935.8,-23935.8,1.0,1.0,2,-23935.8,-23935.8,0.0,0.0,2,2,6,2429,2,70225,20518,71,2,2,4241.5,-1,-29190.0,-29190.0,-23935.8,-23935.8,-23935.8,-23935.8,15846,1,273,161,104,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2244,2387,4,2080,13,3,1,4
25727,1,3,1,80,3123,71,13670.0,13670.0,315.68,12303.0,12303.0,12303.0,12303.0,1.0,1.0,2,12303.0,12303.0,0.0,0.0,2,2,8,4602,2,58000,370509,73,2,2,4241.5,-1,13670.0,13670.0,12303.0,12303.0,12303.0,12303.0,69387,1,1652,1030,631,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2658,4549,27,1050,41,3,1,27
28517,78,1,1,83,4116,61,0.0,0.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,8,3807,1,29079,1111070,8,1,1,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,2177,1747,1082,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,561,3755,21,1023,5,3,1,21
16794,1,1,1,151,4107,51,250.0,250.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,12,3022,1,5393,140194,89,1,1,4241.5,-1,250.0,250.0,0.0,0.0,0.0,0.0,13595,1,2175,1488,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1241,2976,6,1692,14,3,1,6
16707,1,2,-1,216,2694,47,-4325.0,-3264.397313,315.68,-3530.8,-2664.9558460000003,-3530.8,-2664.9558460000003,0.754773945,0.754773945,1,-3530.8,-2664.9558460000003,0.0,0.0,1,1,15,4284,2,39827,17655,36,2,2,4241.5,-1,-4325.0,-3264.397313,-3530.8,-2664.9558460000003,-3530.8,-2664.9558460000003,59312,1,1484,928,545,26,18,4,2,1,647,648,10,7,5,17,3,1,2,2,2,3,2,4,5,406,16,1,3138,4230,5,2,6,1,1,5
16213,1,2,-1,82,4594,50,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,8,2879,2,15100,13997,73,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,69381,1,2540,2316,1453,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,804,2835,17,780,8,3,1,17
