,ï..creation_date,line_number,quantity,org_id,ITEM_KEY,invoice_date,Line.Net.Sales...Local,Line.Net.Sales,map_transactional,line_total_cost_functional,line_total_cost_corp,Line.Prime.Cost...Local,Line.Prime.Cost,corp_exch,map_corp_exch,functionalcurr,Line.Gross.Sales...Local,Line.Gross.Sales,Line.Total.Discount...Local,Line.Total.Discount,transactionalcurrency,standardpricelistcurr,dsn,CUSTOMER_KEY,service_type,invoice_number,ORDER_NUMBER,ORDER_TYPE_ID,SourceTable,ORDER_STATUS,Serial_Number,EM_KEY,Operational_Revenue,Operational_Revenue_Corp,Operational_Prime_Cost,Operational_Prime_Cost_corp,Operational_standard_cost,Operational_standard_cost_Corp,BMS.Project.Number,BMS.Order.Type.Code,Item.Number,Item.Description,User.Item.Type,BRAND_FRANCHISE_PRODUCT,ECC,ECC.Engine.Model,ECC.Engine.Range,SEGMENT_TYPE,Print.Part.Number,Long.Part.Number,Filtration.Prod.Class,Filtration.Prod.Group,Filtration.Prod.Family,PVC.Code,ECC.Code.Major,ECC.Code.Minor,SPC.Code.Major,SPC.Code.Interm,SPC.Code.Minor,Brand.Major,Brand.Minor,WPT.Major,WPT.Minor,VENDOR_ITEM.,PRICE_GROUP,Displacement.Liters,CUSTOMER_NAME,CUSTOMER_NUMBER,CUSTOMER_TYPE,POSTAL_CODE,STATE,COUNTRY,INTERNAL_CUSTOMER_FLAG,BMS.Receivable.Type.Code
14734,1,4,1,151,4880,35,9047.86,9047.86,0.0,7763.46,7763.46,7763.46,7763.46,1.0,1.0,2,0.0,0.0,-7763.46,-7763.46,2,2,12,4618,2,5114,140769,76,2,2,4241.5,-1,9047.86,9047.86,7763.46,7763.46,7763.46,7763.46,2485,1,2641,2989,1871,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3888,4565,6,1860,54,3,1,6
14872,1,2,1,71,4594,44,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,8,3419,2,23544,186071,73,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,69422,1,2540,2316,1453,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2665,3371,12,1277,8,3,1,12
1606,1,1,1,47,1323,23,2543.0,2543.0,0.0,2034.0,2034.0,2034.0,2034.0,1.0,1.0,2,0.0,0.0,-2034.0,-2034.0,2,2,6,2412,2,69878,20309,84,2,2,1228.0,-1,2543.0,2543.0,0.0,0.0,0.0,0.0,13595,1,726,2190,1408,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,264,6,1,1890,2369,21,321,7,3,1,21
27036,1,1,1687,99,5450,73,14018.97,10783.82308,315.68,14018.97,10783.82308,14018.97,10783.82308,0.7692307690000001,0.7692307690000001,1,14018.97,10783.82308,0.0,0.0,1,1,10,1557,2,5424,1058,35,2,2,4241.5,-1,14018.97,10783.82308,14018.97,10783.82308,14018.97,10783.82308,11709,1,3040,3038,1898,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1827,1519,20,816,45,1,1,20
20324,1,9,1,159,935,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,12,1338,2,3742,172170,76,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,9375,1,527,1083,1336,14,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,2185,1300,3,1712,42,3,1,3
26634,1,1,1,148,2482,63,2313.0,2313.0,3277.0,1966.0,1966.0,1966.0,1966.0,1.0,1.0,2,3277.0,3277.0,1311.0,1311.0,2,2,12,797,2,12933,2419853,129,2,2,4080.0,-1,2313.0,2313.0,1966.0,1966.0,1966.0,1966.0,13595,1,1418,2629,1134,26,18,4,2,1,590,591,10,7,5,17,3,1,2,2,2,3,2,4,5,471,16,1,1642,764,3,120,20,3,1,3
14431,1,3,1,76,5408,26,608.4,608.4,315.68,608.4,608.4,608.4,608.4,1.0,1.0,2,608.4,608.4,0.0,0.0,2,2,8,4044,2,64960,123084,73,2,2,4241.5,-1,608.4,608.4,608.4,608.4,608.4,608.4,68953,1,3005,2972,1866,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2694,3992,7,1569,65,3,1,7
2433,1,3,1,22,1267,25,105.42,105.42,105.73,59.4,59.4,59.4,59.4,1.0,1.0,2,105.73,105.73,46.33,46.33,2,2,3,3328,2,13001,2085024,81,2,2,4241.5,-1,105.42,105.42,59.4,59.4,59.4,59.4,13595,1,691,1944,1210,26,18,4,2,1,241,240,10,7,5,15,3,1,14,2,2,3,2,4,5,187,22,1,3661,3280,7,2019,36,3,1,7
11398,1,2,1,29,4787,32,3696.0,3696.0,315.68,3214.76,3214.76,3214.76,3214.76,1.0,1.0,2,3214.76,3214.76,0.0,0.0,2,2,4,2137,2,6370,702948,69,2,2,4241.5,-1,3696.0,3696.0,3214.76,3214.76,3214.76,3214.76,45,1,2626,2398,1525,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2328,2094,3,897,57,3,1,3
18463,1,1,1,83,1461,32,3351.0,3351.0,4780.0,2753.0,2753.0,2753.0,2753.0,1.0,1.0,2,4780.0,4780.0,2027.0,2027.0,2,2,8,3807,2,25989,1108195,8,2,2,2831.0,-1,3351.0,3351.0,2753.0,2753.0,2753.0,2753.0,13595,1,819,1842,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,268,6,1,561,3755,21,1023,5,3,1,21
11889,1,7,2,192,5306,47,139844.0,139844.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,13,1010,2,11641,931327,77,2,2,4241.5,-1,139844.0,139844.0,0.0,0.0,0.0,0.0,49042,1,2940,2842,1808,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3514,975,27,1759,57,3,1,27
3656,1,34,8,100,3991,4,0.0,0.0,315.68,0.0,0.0,0.0,0.0,0.772021925,0.772021925,1,0.0,0.0,0.0,0.0,1,1,10,577,2,34854,73656,93,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,11559,1,2092,1613,1013,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3036,545,20,2055,45,1,1,20
10571,1,1,1,12,2536,29,9719.0,9719.0,16198.0,8261.0,8261.0,8261.0,8261.0,1.0,1.0,2,16198.0,16198.0,7937.0,7937.0,2,2,2,3491,2,12185,10265,119,2,2,6129.0,-1,9719.0,9719.0,8261.0,8261.0,8261.0,8261.0,13595,1,1433,1255,1136,26,18,4,2,1,603,604,10,7,5,18,3,1,11,15,14,3,2,4,5,483,7,1,2440,3443,5,683,11,3,1,5
12805,1,7,1,70,3265,52,18730.0,18730.0,315.68,17231.6,17231.6,17231.6,17231.6,1.0,1.0,2,17231.6,17231.6,0.0,0.0,2,2,8,3256,2,30676,1003110,73,2,2,4241.5,-1,18730.0,18730.0,17231.6,17231.6,17231.6,17231.6,67874,1,1760,1160,735,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2418,3210,26,1031,8,3,1,26
14714,1,1,1,70,1796,50,4077.0,4077.0,5980.0,3480.0,3480.0,3480.0,3480.0,1.0,1.0,2,5980.0,5980.0,2500.0,2500.0,2,2,8,2515,2,24760,998197,8,2,2,365.0,-1,4077.0,4077.0,3480.0,3480.0,3480.0,3480.0,13595,1,1060,1865,1411,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,901,2473,21,416,8,3,1,21
5627,1,3,1,83,1255,10,30.0,30.0,53.4,30.0,30.0,30.0,30.0,1.0,1.0,2,53.4,53.4,23.4,23.4,2,2,8,26,2,21378,1104144,8,2,2,4241.5,-1,30.0,30.0,30.0,30.0,30.0,30.0,13595,1,689,1937,1210,26,18,4,2,1,239,238,10,7,5,15,3,1,14,2,2,3,2,4,5,185,22,1,1084,1,16,858,8,3,2,16
1933,1,4,1,27,2906,24,4161.0,4161.0,0.0,3329.0,3329.0,3329.0,3329.0,1.0,1.0,2,0.0,0.0,-3329.0,-3329.0,2,2,4,627,2,446,344529,82,2,2,2008.0,-1,4161.0,4161.0,3329.0,3329.0,3329.0,3329.0,13595,1,1543,2799,935,26,18,4,2,1,697,698,10,7,5,17,3,1,11,15,14,3,2,4,5,575,6,1,2906,594,5,1932,57,3,1,5
3451,1,1,1,44,3010,4,20179.5,20179.5,315.68,15640.0,15640.0,15640.0,15640.0,1.0,1.0,2,15640.0,15640.0,0.0,0.0,2,2,5,1531,2,59027,340147,83,2,2,4241.5,-1,20179.5,20179.5,15640.0,15640.0,15640.0,15640.0,13595,1,1578,951,568,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,539,1493,4,251,42,3,1,4
2402,1,1,1,70,3502,25,28270.0,28270.0,315.68,23181.4,23181.4,23181.4,23181.4,1.0,1.0,2,23181.4,23181.4,0.0,0.0,2,2,8,3828,2,18834,993182,73,2,2,4241.5,-1,28270.0,28270.0,23181.4,23181.4,23181.4,23181.4,68935,1,1854,1254,810,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,203,3776,27,513,8,3,1,27
6693,1,1,1,70,1521,15,466994.0,466994.0,315.68,410954.72,410954.72,410954.72,410954.72,1.0,1.0,2,410954.72,410954.72,0.0,0.0,2,2,8,4013,2,22300,996000,73,2,2,4241.5,-1,466994.0,466994.0,410954.72,410954.72,410954.72,410954.72,69209,1,865,615,335,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,968,3961,27,512,8,3,1,27
17430,1,15,9,47,78,32,226.08,226.08,315.68,174.6,174.6,174.6,174.6,1.0,1.0,2,174.6,174.6,0.0,0.0,2,2,6,1363,2,70328,20571,84,2,2,4241.5,-1,226.08,226.08,174.6,174.6,174.6,174.6,13595,1,43,2675,1783,30,30,4,2,1,158,157,10,7,5,13,14,10,2,2,2,3,2,4,7,406,22,11,1684,1325,29,1550,7,3,1,29
24679,1,2,1,186,1324,64,2543.0,2543.0,315.68,2034.0,2034.0,2034.0,2034.0,1.0,1.0,2,2034.0,2034.0,0.0,0.0,2,2,12,2739,2,930,261782,89,2,2,5529.0,-1,2543.0,2543.0,2034.0,2034.0,2034.0,2034.0,13595,1,726,2272,936,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3493,2697,6,705,7,3,1,6
20021,1,57,1,206,5200,55,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,14,3827,2,30738,229068,78,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,509,1,2875,2724,1742,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3354,3775,27,125,50,3,1,27
10473,1,4,1,44,2315,28,599.48,599.48,1092.0,557.0,557.0,557.0,557.0,1.0,1.0,2,1092.0,1092.0,535.0,535.0,2,2,5,1135,2,60531,342766,122,2,2,1646.0,-1,599.48,599.48,557.0,557.0,557.0,557.0,13595,1,1341,2627,1136,26,18,4,2,1,520,521,10,7,5,17,3,1,11,15,14,3,2,4,5,406,16,1,228,1099,27,1689,42,3,1,27
15222,1,3,1,49,1253,46,56.1,56.1,55.0,30.0,30.0,30.0,30.0,1.0,1.0,2,55.0,55.0,25.0,25.0,2,2,6,2625,2,8571,225759,6,2,2,4241.5,-1,56.1,56.1,30.0,30.0,30.0,30.0,13595,1,689,1937,1210,26,18,4,2,1,239,238,10,7,5,15,3,1,14,2,2,3,2,4,5,185,22,1,2784,2583,4,1767,7,3,1,4
27785,1,9,0,116,2886,79,0.0,0.0,4765.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,11,1153,2,99632,304789,88,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,1535,1469,1336,26,18,4,2,1,689,690,10,7,5,17,3,1,11,15,14,3,2,4,5,567,16,1,176,1117,27,170,3,3,1,27
17267,1,1,2,151,4869,35,22825.0,22825.0,315.68,15676.41,15676.41,15676.41,15676.41,1.0,1.0,2,15676.41,15676.41,0.0,0.0,2,2,12,3314,2,5113,137652,76,2,2,4241.5,-1,22825.0,22825.0,15676.41,15676.41,15676.41,15676.41,3143,1,2639,2989,1871,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,4064,3266,6,1088,34,3,1,6
25870,1,1,1,75,5352,77,-3252.69,-3252.69,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,8,4203,1,6879,882633,73,1,1,4241.5,-1,-3252.69,-3252.69,0.0,0.0,0.0,0.0,13595,1,2974,2895,1837,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2736,4149,27,1756,58,3,1,27
11661,1,4,1,109,2999,46,7893.0,7893.0,10695.0,6224.0,6224.0,6224.0,6224.0,1.0,1.0,2,10695.0,10695.0,4471.0,4471.0,2,2,11,3671,2,49461,552078,88,2,2,3131.0,-1,7893.0,7893.0,6417.0,6417.0,6417.0,6417.0,13595,1,1573,1458,1336,26,1,4,2,1,721,722,10,7,5,17,1,1,11,15,14,3,2,4,5,595,16,1,1747,3620,27,689,17,3,1,27
1218,1,1,1,148,2787,22,4169.0,4169.0,5732.0,3439.0,3439.0,3439.0,3439.0,1.0,1.0,2,5732.0,5732.0,2293.0,2293.0,2,2,12,778,2,3617,2410952,129,2,2,1399.0,-1,4169.0,4169.0,3439.0,3439.0,3439.0,3439.0,13595,1,1511,1236,1134,26,18,4,2,1,668,669,10,7,5,17,3,1,2,2,2,3,2,4,5,544,16,1,1806,745,6,896,20,3,1,6
4951,1,1,1,151,4505,8,89766.0,89766.0,315.68,77199.06,77199.06,77199.06,77199.06,1.0,1.0,2,77199.06,77199.06,0.0,0.0,2,2,12,3723,2,4283,136164,76,2,2,4241.5,-1,89766.0,89766.0,77199.06,77199.06,77199.06,77199.06,2451,1,2499,2271,1414,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,446,3672,6,90,27,3,1,6
11037,1,1,1,27,4100,45,85.0,85.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,4,2576,1,3541,347117,82,1,1,4241.5,-1,85.0,85.0,0.0,0.0,0.0,0.0,13595,1,2175,1488,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,981,2534,6,1625,44,3,1,6
12036,1,5,1,101,280,28,10000.0,7547.739452,315.68,8800.0,6642.0107179999995,8800.0,6642.0107179999995,0.754773945,0.754773945,1,8800.0,6642.0107179999995,0.0,0.0,1,1,10,1211,2,46146,281915,64,2,2,4241.5,-1,10000.0,7547.739452,8800.0,6642.0107179999995,8800.0,6642.0107179999995,11815,1,152,56,40,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,670,1175,6,1471,45,1,1,6
14279,1,3,1,175,2320,47,599.01,599.01,1092.0,557.0,557.0,557.0,557.0,1.0,1.0,2,1092.0,1092.0,535.0,535.0,2,2,12,1828,2,1236,252073,129,2,2,1037.0,-1,599.01,599.01,557.0,557.0,557.0,557.0,13595,1,1341,2627,1871,26,18,4,2,1,520,521,10,7,5,17,3,1,11,15,14,3,2,4,5,406,16,1,2893,1788,6,1233,26,3,1,6
16173,1,11,24,152,1213,39,142.08,142.08,6.32,83.52,83.52,83.52,83.52,1.0,1.0,2,151.68,151.68,68.16,68.16,2,2,12,3424,2,35023,1128300,89,2,2,4241.5,-1,142.08,142.08,83.52,83.52,83.52,83.52,13595,1,672,2261,1363,26,18,4,2,1,226,225,10,7,5,15,3,1,57,18,2,3,2,4,5,172,22,1,383,3376,6,1446,9,3,1,6
11073,1,2,1,213,4977,33,0.0,0.0,315.68,291.01,219.646766,291.01,219.646766,0.754773945,0.754773945,1,291.01,219.646766,0.0,0.0,1,1,15,3376,2,90006,222809,30,2,2,4241.5,-1,0.0,0.0,291.01,219.646766,291.01,219.646766,57205,1,2706,2494,1598,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2457,3328,6,1007,55,1,1,6
4697,1,1,1,78,1459,7,3585.0,3585.0,4780.0,2753.0,2753.0,2753.0,2753.0,1.0,1.0,2,4780.0,4780.0,2027.0,2027.0,2,2,8,3893,2,55165,306237,8,2,2,1755.0,-1,3585.0,3585.0,2753.0,2753.0,2753.0,2753.0,13595,1,818,1842,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,267,6,1,1202,3841,27,186,15,3,1,27
15604,1,1,1,27,106,45,19.06,19.06,19.85,11.91,11.91,11.91,11.91,1.0,1.0,2,19.85,19.85,7.94,7.94,2,2,4,2671,2,3603,347316,82,2,2,4241.5,-1,19.06,19.06,11.91,11.91,11.91,11.91,13595,1,58,2192,1503,20,30,4,2,1,205,204,10,7,5,13,14,10,2,2,2,3,2,4,7,406,22,11,920,2629,6,1986,57,3,1,6
199,1,1,1,151,5414,1,2393.0,2393.0,315.68,2033.92,2033.92,2033.92,2033.92,1.0,1.0,2,2033.92,2033.92,0.0,0.0,2,2,12,1256,2,3283,134540,76,2,2,4241.5,-1,2393.0,2393.0,2033.92,2033.92,2033.92,2033.92,1997,1,3010,2989,1871,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1436,1219,3,325,16,3,1,3
4989,1,8,1,151,651,8,6.66,6.66,8.71,4.8,4.8,4.8,4.8,1.0,1.0,2,8.71,8.71,3.91,3.91,2,2,12,542,2,4260,139309,89,2,2,4241.5,-1,6.66,6.66,4.8,4.8,4.8,4.8,13595,1,376,1927,1210,26,18,4,2,1,74,73,10,7,5,15,3,1,14,2,2,3,2,4,5,72,22,1,2754,510,6,947,18,3,1,6
22851,1,4,1,27,1107,72,33.37,33.37,315.68,24.6,24.6,24.6,24.6,1.0,1.0,2,24.6,24.6,0.0,0.0,2,2,4,2953,2,10572,352740,82,2,2,4241.5,-1,33.37,33.37,24.6,24.6,24.6,24.6,13595,1,616,1499,1210,26,18,4,2,1,184,183,10,7,5,15,3,1,14,2,2,3,2,4,5,142,22,1,600,2908,5,2031,44,3,1,5
10702,1,4,1,204,2602,34,197.41,197.41,282.01,169.2,169.2,169.2,169.2,1.0,1.0,2,282.01,282.01,112.81,112.81,2,2,13,210,2,41813,267185,130,2,2,4241.5,-1,197.41,197.41,169.2,169.2,169.2,169.2,13595,1,1454,2450,1363,26,18,4,2,1,620,621,10,7,5,14,3,1,11,15,14,3,2,4,5,500,22,1,1739,180,27,892,46,3,1,27
14340,1,3,-1,214,5184,52,-41600.3,-31398.82255,315.68,0.0,0.0,0.0,0.0,0.754773945,0.754773945,1,0.0,0.0,0.0,0.0,1,1,15,3083,2,77338,219718,29,2,2,4241.5,-1,-41600.3,-31398.82255,0.0,0.0,0.0,0.0,56904,1,2862,2701,1729,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,164,3036,3,1661,55,1,1,3
21756,1,3,0,151,1189,79,0.0,0.0,102.89,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,12,3617,2,7245,141965,129,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,656,1893,606,1,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,22,1,151,3566,6,1584,63,3,1,6
17247,1,14,6,47,234,35,55.92,55.92,315.68,43.2,43.2,43.2,43.2,1.0,1.0,2,43.2,43.2,0.0,0.0,2,2,6,1363,2,70210,20512,84,2,2,4241.5,-1,55.92,55.92,43.2,43.2,43.2,43.2,13595,1,116,2980,1783,30,30,4,2,1,308,307,10,7,5,13,14,10,2,2,2,3,2,4,7,406,22,11,1684,1325,29,1550,7,3,1,29
1241,1,1,1,151,2704,22,3104.0,3104.0,4527.0,2716.0,2716.0,2716.0,2716.0,1.0,1.0,2,4527.0,4527.0,1811.0,1811.0,2,2,12,3499,2,3435,139220,129,2,2,2459.0,-1,3104.0,3104.0,2716.0,2716.0,2716.0,2716.0,13595,1,1484,1220,1134,26,18,4,2,1,647,648,10,7,5,17,3,1,2,2,2,3,2,4,5,525,16,1,1106,3451,6,752,16,3,1,6
21034,1,17,1,206,5120,72,537.4,537.4,315.68,476.85,476.85,476.85,476.85,1.0,1.0,2,476.85,476.85,0.0,0.0,2,2,14,538,2,31584,225268,78,2,2,4241.5,-1,537.4,537.4,476.85,476.85,476.85,476.85,471,1,2814,2626,1684,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2323,506,27,1768,50,3,1,27
24830,1,1,1,32,2828,73,2544.0,2544.0,0.0,2079.0,2079.0,2079.0,2079.0,1.0,1.0,2,0.0,0.0,-2079.0,-2079.0,2,2,4,850,2,5225,388103,82,2,2,5649.0,-1,2544.0,2544.0,2079.0,2079.0,2079.0,2079.0,13595,1,1521,555,936,26,18,4,2,1,675,676,10,7,5,17,3,1,11,15,14,3,2,4,5,553,16,1,2899,817,6,1444,44,3,1,6
11602,1,3,1,27,154,42,27.0,27.0,33.33,20.0,20.0,20.0,20.0,1.0,1.0,2,33.33,33.33,13.33,13.33,2,2,4,191,2,6099,349322,82,2,2,4241.5,-1,27.0,27.0,20.0,20.0,20.0,20.0,13595,1,78,2671,1503,20,30,4,2,1,272,271,10,7,5,13,14,10,2,2,2,3,2,4,7,406,22,11,3003,161,6,1129,57,3,1,6
15472,1,1,1,151,1500,52,4385.0,4385.0,315.68,2893.0,2893.0,2893.0,2893.0,1.0,1.0,2,2893.0,2893.0,0.0,0.0,2,2,12,4159,2,6855,142141,89,2,2,5828.0,-1,4385.0,4385.0,2982.0,2982.0,2982.0,2982.0,13595,1,849,601,935,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,4069,4107,6,1144,63,3,1,6
20290,1,6,1,159,3177,71,25830.31,25830.31,315.68,23127.65,23127.65,23127.65,23127.65,1.0,1.0,2,23127.65,23127.65,0.0,0.0,2,2,12,2191,2,2040,173234,76,2,2,4241.5,-1,25830.31,25830.31,23127.65,23127.65,23127.65,23127.65,9092,1,1696,1077,674,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2492,2148,6,1451,34,3,1,6
2351,1,15,1,93,2956,25,1560.0,1560.0,2920.0,1454.0,1454.0,1454.0,1454.0,1.0,1.0,2,2920.0,2920.0,1466.0,1466.0,2,2,9,4629,2,54750,257818,87,2,2,1845.0,-1,1560.0,1560.0,1752.0,1752.0,1752.0,1752.0,13595,1,1558,2782,1136,26,18,4,2,1,710,711,10,7,5,17,3,1,2,2,2,3,2,4,5,588,6,1,119,4576,5,928,43,3,1,5
17634,1,1,1,151,2787,47,3953.0,3953.0,5732.0,3439.0,3439.0,3439.0,3439.0,1.0,1.0,2,5732.0,5732.0,2293.0,2293.0,2,2,12,921,2,6763,141666,129,2,2,6781.0,-1,3953.0,3953.0,3439.0,3439.0,3439.0,3439.0,13595,1,1511,1236,1134,26,18,4,2,1,668,669,10,7,5,17,3,1,2,2,2,3,2,4,5,544,16,1,3070,886,6,187,16,3,1,6
5197,1,1,1,27,1786,8,4583.0,4583.0,0.0,3484.0,3484.0,3484.0,3484.0,1.0,1.0,2,0.0,0.0,-3484.0,-3484.0,2,2,4,3040,2,1858,345920,82,2,2,2477.0,-1,4583.0,4583.0,3484.0,3484.0,3484.0,3484.0,13595,1,1054,1413,936,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,2807,2994,6,1687,57,3,1,6
24294,1,1,1,151,4502,73,13411.75,13411.75,315.68,10321.14,10321.14,10321.14,10321.14,1.0,1.0,2,10321.14,10321.14,0.0,0.0,2,2,12,3632,2,8560,136406,76,2,2,4241.5,-1,13411.75,13411.75,10321.14,10321.14,10321.14,10321.14,2483,1,2497,2268,1412,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3812,3581,6,1245,27,3,1,6
10674,1,16,1,54,1253,50,46.75,46.75,55.0,30.0,30.0,30.0,30.0,1.0,1.0,2,55.0,55.0,25.0,25.0,2,2,6,1680,2,55081,1553978,84,2,2,4241.5,-1,46.75,46.75,30.0,30.0,30.0,30.0,13595,8,689,1937,1210,26,18,4,2,1,239,238,10,7,5,15,3,1,14,2,2,3,2,4,5,185,22,1,3243,1640,7,1767,7,3,1,7
26866,1,13,12,135,241,65,114.36,114.36,315.68,88.32,88.32,88.32,88.32,1.0,1.0,2,88.32,88.32,0.0,0.0,2,2,12,2627,2,70748,20836,89,2,2,4241.5,-1,114.36,114.36,88.32,88.32,88.32,88.32,13595,1,121,2936,1363,29,30,4,2,1,313,312,10,7,5,13,14,10,2,2,2,3,2,4,7,406,22,11,2922,2585,20,1550,7,3,1,20
21873,1,1,1,38,2876,59,3330.43,3330.43,4720.0,2832.0,2832.0,2832.0,2832.0,1.0,1.0,2,4720.0,4720.0,1888.0,1888.0,2,2,5,4162,2,87213,760378,83,2,2,6465.0,-1,3330.43,3330.43,2832.0,2832.0,2832.0,2832.0,13595,1,1532,1473,1336,26,18,4,2,1,686,687,10,7,5,17,3,1,11,15,14,3,2,4,5,564,22,1,3359,4110,4,108,42,3,1,4
8471,1,1,1,151,4196,18,288078.6,288078.6,315.68,250147.0,250147.0,250147.0,250147.0,1.0,1.0,2,250147.0,250147.0,0.0,0.0,2,2,12,3176,2,4945,135968,76,2,2,4241.5,-1,288078.6,288078.6,250147.0,250147.0,250147.0,250147.0,1514,1,2228,1830,1131,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,4318,3130,3,1293,16,3,1,3
29199,1,1,1,190,1772,66,3520.0,3520.0,315.68,3168.0,3168.0,3168.0,3168.0,1.0,1.0,2,3168.0,3168.0,0.0,0.0,2,2,12,2669,2,4806,1566569,89,2,2,7000.0,-1,3520.0,3520.0,0.0,0.0,0.0,0.0,13595,1,1041,739,935,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,283,2627,6,1746,28,3,1,6
26595,1,5,-1,173,3080,63,-597.14,-597.14,406.0,-203.0,-203.0,-203.0,-203.0,1.0,1.0,2,-406.0,-406.0,-203.0,-203.0,2,2,12,385,2,90014,203551,47,2,2,4241.5,-1,-597.14,-597.14,-203.0,-203.0,-203.0,-203.0,13595,1,1626,1407,1074,15,18,4,2,1,732,734,3,2,1,15,3,1,11,2,2,3,2,4,5,604,24,1,1908,357,6,355,16,3,1,6
3283,1,2,-1,35,5086,3,-38791.0,-38791.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,4,3145,2,1292,2631655,45,2,2,180.0,1144075549,-38791.0,-38791.0,0.0,0.0,0.0,0.0,13595,1,2789,1531,895,4,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,8,1,2198,3099,20,366,57,3,1,20
